vote_id,term,position,area,term_n,total_r,total_p
3435,第17屆,縣議員,新竹,17,90000,103800
3436,第17屆,縣議員,新竹,17,546859,854000
3437,第17屆,縣議員,新竹,17,416000,459254
3438,第17屆,縣議員,新竹,17,86000,532755
3439,第17屆,縣議員,新竹,17,150000,315978
3440,第17屆,縣議員,新竹,17,70000,374596
3441,第17屆,縣議員,新竹,17,558258,658293
3442,第17屆,縣議員,新竹,17,1486000,2051244
3443,第17屆,縣議員,新竹,17,323500,700093
3444,第17屆,縣議員,新竹,17,1222000,1295559
3445,第17屆,縣議員,新竹,17,30000,72344
3446,第17屆,縣議員,新竹,17,1008900,1281788
3447,第17屆,縣議員,新竹,17,104003,122900
3448,第17屆,縣議員,新竹,17,1050000,1102933
3449,第17屆,縣議員,新竹,17,265000,681989
3450,第17屆,縣議員,新竹,17,705027,1765550
3451,第17屆,縣議員,新竹,17,1151088,1495454
3452,第17屆,縣議員,新竹,17,100003,216180
3453,第17屆,縣議員,新竹,17,110000,185286
3454,第17屆,縣議員,新竹,17,855507,1796876
3455,第17屆,縣議員,桃園,17,573000,1311560
3456,第17屆,縣議員,桃園,17,43000,2197287
3457,第17屆,縣議員,桃園,17,4894080,5085961
3458,第17屆,縣議員,桃園,17,936000,939820
3459,第17屆,縣議員,桃園,17,1252688,1286447
3460,第17屆,縣議員,桃園,17,1695000,1893519
3461,第17屆,縣議員,桃園,17,167000,2431946
3462,第17屆,縣議員,桃園,17,530006,627523
3463,第17屆,縣議員,桃園,17,608000,3271712
3464,第17屆,縣議員,桃園,17,0,0
3465,第17屆,縣議員,桃園,17,1009000,2752707
3466,第17屆,縣議員,桃園,17,999734,1173650
3467,第17屆,縣議員,桃園,17,1852960,2291931
3468,第17屆,縣議員,桃園,17,234000,261100
3469,第17屆,縣議員,桃園,17,1360018,2909243
3470,第17屆,縣議員,桃園,17,840000,1234417
3471,第17屆,縣議員,桃園,17,255955,553737
3472,第17屆,縣議員,桃園,17,957600,1248539
3473,第17屆,縣議員,桃園,17,2577267,2597296
3474,第17屆,縣議員,桃園,17,200000,1248286
3475,第17屆,縣議員,桃園,17,2026758,2796588
3476,第17屆,縣議員,桃園,17,1513651,1584607
3477,第17屆,縣議員,桃園,17,828776,1119523
3478,第17屆,縣議員,桃園,17,2033000,2523719
3479,第17屆,縣議員,桃園,17,4521744,4898069
3480,第17屆,縣議員,桃園,17,455000,493069
3481,第17屆,縣議員,桃園,17,1890797,2095617
3482,第17屆,縣議員,桃園,17,304000,1608571
3483,第17屆,縣議員,桃園,17,302008,1146844
3484,第17屆,縣議員,桃園,17,745006,1150693
3485,第17屆,縣議員,桃園,17,1650641,2271030
3486,第17屆,縣議員,桃園,17,3558490,4228100
3487,第17屆,縣議員,桃園,17,80400,271762
3488,第17屆,縣議員,桃園,17,1176811,1397821
3489,第17屆,縣議員,桃園,17,247000,983896
3490,第17屆,縣議員,桃園,17,780000,863415
3491,第17屆,縣議員,桃園,17,1439082,2454523
3492,第17屆,縣議員,桃園,17,1917380,2692418
3493,第17屆,縣議員,桃園,17,136500,440105
3494,第17屆,縣議員,桃園,17,232803,538805
3495,第17屆,縣議員,桃園,17,845000,1255045
3496,第17屆,縣議員,桃園,17,0,0
3497,第17屆,縣議員,桃園,17,279501,1036408
3498,第17屆,縣議員,桃園,17,526000,557230
3499,第17屆,縣議員,桃園,17,886005,1482732
3500,第17屆,縣議員,桃園,17,684613,2308469
3501,第17屆,縣議員,桃園,17,1905800,2622746
3502,第17屆,縣議員,桃園,17,1698028,1721606
3503,第17屆,縣議員,桃園,17,1449000,1935129
3504,第17屆,縣議員,桃園,17,2775108,2913298
3505,第17屆,縣議員,桃園,17,869010,1515963
3506,第17屆,縣議員,桃園,17,1176850,2894140
3507,第17屆,縣議員,桃園,17,30000,30000
3508,第17屆,縣議員,桃園,17,30000,32500
3509,第17屆,縣議員,桃園,17,261013,3288424
3510,第17屆,縣議員,桃園,17,484002,817171
3511,第17屆,縣議員,桃園,17,2332800,3597736
3512,第17屆,縣議員,桃園,17,760347,3910972
3513,第17屆,縣議員,桃園,17,1115168,1652138
3514,第17屆,縣議員,桃園,17,456508,657857
3515,第17屆,縣議員,桃園,17,400000,1284985
3516,第17屆,縣議員,桃園,17,888540,1259910
3517,第17屆,縣議員,桃園,17,793000,1522775
3518,第17屆,縣議員,桃園,17,405001,941151
3519,第17屆,縣議員,桃園,17,4403000,4627729
3520,第17屆,縣議員,桃園,17,690000,2792133
3521,第17屆,縣議員,桃園,17,1073100,1073100
3522,第17屆,縣議員,桃園,17,546000,676446
3523,第17屆,縣議員,桃園,17,178000,204316
3524,第17屆,縣議員,桃園,17,538000,827908
3525,第17屆,縣議員,桃園,17,1076500,3476149
3526,第17屆,縣議員,桃園,17,587400,716021
3527,第17屆,縣議員,桃園,17,559700,600100
3528,第17屆,縣議員,桃園,17,1174088,4231951
3529,第17屆,縣議員,桃園,17,651604,1958072
3530,第17屆,縣議員,桃園,17,1389000,1692852
3531,第17屆,縣議員,桃園,17,255200,2048413
3532,第17屆,縣議員,桃園,17,2211762,2787730
3533,第17屆,縣議員,桃園,17,590000,612752
3534,第17屆,縣議員,桃園,17,1120009,2872566
3535,第17屆,縣議員,桃園,17,488000,2685608
3536,第17屆,縣議員,桃園,17,497000,502249
3537,第17屆,縣議員,桃園,17,887111,2451598
3538,第17屆,縣議員,桃園,17,2383500,2555927
3539,第17屆,縣議員,桃園,17,1705580,2585487
3540,第17屆,縣議員,桃園,17,1437236,1840726
3541,第17屆,縣議員,桃園,17,2675292,3084742
3542,第17屆,縣議員,桃園,17,0,0
3543,第17屆,縣議員,桃園,17,551560,589511
3544,第17屆,縣議員,桃園,17,946100,3365750
3545,第17屆,縣議員,桃園,17,3142639,3968580
3546,第17屆,縣議員,桃園,17,756586,1519040
3547,第17屆,縣議員,澎湖,17,90002,98000
3548,第17屆,縣議員,澎湖,17,0,0
3549,第17屆,縣議員,澎湖,17,30000,30000
3550,第17屆,縣議員,澎湖,17,620400,621376
3551,第17屆,縣議員,澎湖,17,1873208,2013168
3552,第17屆,縣議員,澎湖,17,70000,135450
3553,第17屆,縣議員,澎湖,17,50000,70500
3554,第17屆,縣議員,澎湖,17,2680100,1834857
3555,第17屆,縣議員,澎湖,17,30000,33000
3556,第17屆,縣議員,澎湖,17,50000,68350
3557,第17屆,縣議員,澎湖,17,250000,314484
3558,第17屆,縣議員,澎湖,17,14100,14100
3559,第17屆,縣議員,臺東,17,40000,41100
3560,第17屆,縣議員,臺東,17,171500,347760
3561,第17屆,縣議員,臺東,17,50020,54632
3562,第17屆,縣議員,臺東,17,30000,477056
3563,第17屆,縣議員,臺東,17,42000,93605
3564,第17屆,縣議員,臺東,17,52000,52000
3565,第17屆,縣議員,臺東,17,50000,421288
3566,第17屆,縣議員,臺東,17,300000,459422
3567,第17屆,縣議員,臺東,17,478000,823469
3568,第17屆,縣議員,臺東,17,11000,234935
3569,第17屆,縣議員,臺東,17,183000,196445
3570,第17屆,縣議員,臺東,17,180304,362186
3571,第17屆,縣議員,臺東,17,129540,435227
3572,第17屆,縣議員,臺東,17,50000,70500
3573,第17屆,縣議員,臺東,17,350006,714178
3574,第17屆,縣議員,臺東,17,30000,47650
3575,第17屆,縣議員,臺東,17,1853000,2823187
3576,第17屆,縣議員,臺東,17,314000,323330
3577,第17屆,縣議員,臺東,17,130000,131450
3578,第17屆,縣議員,臺東,17,562000,619481
3579,第17屆,縣議員,臺東,17,30000,30000
3580,第17屆,縣議員,臺東,17,30000,245000
3581,第17屆,縣議員,臺東,17,663180,909306
3582,第17屆,縣議員,臺東,17,132000,381435
3583,第17屆,縣議員,臺東,17,341000,408310
3584,第17屆,縣議員,臺東,17,251000,595116
3585,第17屆,縣議員,臺東,17,470005,1350646
3586,第17屆,縣議員,臺東,17,76000,101004
3587,第17屆,縣議員,臺東,17,30000,111300
3588,第17屆,縣議員,臺東,17,0,0
3589,第17屆,縣議員,臺東,17,116000,121215
3590,第17屆,縣議員,臺東,17,292000,1100109
3591,第17屆,縣議員,臺東,17,0,0
3592,第17屆,縣議員,臺東,17,30000,770955
3593,第17屆,縣議員,臺東,17,300006,300201
3594,第17屆,縣議員,臺東,17,1796007,1985384
3595,第17屆,縣議員,臺東,17,583000,716596
3596,第17屆,縣議員,臺東,17,575006,615993
3597,第17屆,縣議員,花蓮,17,140000,140000
3598,第17屆,縣議員,花蓮,17,2291300,2600561
3599,第17屆,縣議員,花蓮,17,180000,228963
3600,第17屆,縣議員,花蓮,17,85000,125330
3601,第17屆,縣議員,花蓮,17,88000,88000
3602,第17屆,縣議員,花蓮,17,74800,560995
3603,第17屆,縣議員,花蓮,17,245003,1059011
3604,第17屆,縣議員,花蓮,17,0,0
3605,第17屆,縣議員,花蓮,17,225800,244584
3606,第17屆,縣議員,花蓮,17,0,0
3607,第17屆,縣議員,花蓮,17,579014,810145
3608,第17屆,縣議員,花蓮,17,1887609,2229174
3609,第17屆,縣議員,花蓮,17,51000,1031323
3610,第17屆,縣議員,花蓮,17,323400,642096
3611,第17屆,縣議員,花蓮,17,100000,103300
3612,第17屆,縣議員,花蓮,17,87000,142650
3613,第17屆,縣議員,花蓮,17,130000,152816
3614,第17屆,縣議員,花蓮,17,4957440,4960847
3615,第17屆,縣議員,花蓮,17,740004,753839
3616,第17屆,縣議員,花蓮,17,2547620,2616711
3617,第17屆,縣議員,花蓮,17,230000,538940
3618,第17屆,縣議員,花蓮,17,0,0
3619,第17屆,縣議員,花蓮,17,813500,962771
3620,第17屆,縣議員,花蓮,17,1791300,2012351
3621,第17屆,縣議員,花蓮,17,80000,913050
3622,第17屆,縣議員,花蓮,17,290000,843759
3623,第17屆,縣議員,花蓮,17,768600,1448094
3624,第17屆,縣議員,花蓮,17,50000,50000
3625,第17屆,縣議員,花蓮,17,211600,268271
3626,第17屆,縣議員,花蓮,17,504484,832912
3627,第17屆,縣議員,花蓮,17,255300,317650
3628,第17屆,縣議員,花蓮,17,444800,533445
3629,第17屆,縣議員,花蓮,17,342000,851447
3630,第17屆,縣議員,花蓮,17,0,0
3631,第17屆,縣議員,花蓮,17,920000,1001064
3632,第17屆,縣議員,花蓮,17,677000,1198432
3633,第17屆,縣議員,苗栗,17,682000,682000
3634,第17屆,縣議員,苗栗,17,892600,897349
3635,第17屆,縣議員,苗栗,17,286000,343781
3636,第17屆,縣議員,苗栗,17,414802,1824095
3637,第17屆,縣議員,苗栗,17,299420,905736
3638,第17屆,縣議員,苗栗,17,369200,477637
3639,第17屆,縣議員,苗栗,17,826240,1116366
3640,第17屆,縣議員,苗栗,17,140000,1482074
3641,第17屆,縣議員,苗栗,17,655824,1565480
3642,第17屆,縣議員,苗栗,17,226000,347778
3643,第17屆,縣議員,苗栗,17,124000,183809
3644,第17屆,縣議員,苗栗,17,483000,501400
3645,第17屆,縣議員,苗栗,17,463000,689235
3646,第17屆,縣議員,苗栗,17,210000,303849
3647,第17屆,縣議員,苗栗,17,0,0
3648,第17屆,縣議員,苗栗,17,560012,1251268
3649,第17屆,縣議員,苗栗,17,300504,775474
3650,第17屆,縣議員,苗栗,17,160000,602537
3651,第17屆,縣議員,苗栗,17,100000,434492
3652,第17屆,縣議員,苗栗,17,730618,1488298
3653,第17屆,縣議員,苗栗,17,40001,542857
3654,第17屆,縣議員,苗栗,17,670000,802699
3655,第17屆,縣議員,苗栗,17,116000,116000
3656,第17屆,縣議員,苗栗,17,1219000,1245747
3657,第17屆,縣議員,苗栗,17,600000,670867
3658,第17屆,縣議員,苗栗,17,100000,102375
3659,第17屆,縣議員,苗栗,17,193400,1845540
3660,第17屆,縣議員,苗栗,17,1981100,2011849
3661,第17屆,縣議員,苗栗,17,80009,286054
3662,第17屆,縣議員,苗栗,17,928666,875372
3663,第17屆,縣議員,苗栗,17,793000,854282
3664,第17屆,縣議員,苗栗,17,1137884,1732546
3665,第17屆,縣議員,苗栗,17,448900,935644
3666,第17屆,縣議員,苗栗,17,610200,696987
3667,第17屆,縣議員,苗栗,17,818000,1138579
3668,第17屆,縣議員,苗栗,17,781220,1633958
3669,第17屆,縣議員,苗栗,17,0,334630
3670,第17屆,縣議員,苗栗,17,1037000,1553242
3671,第17屆,縣議員,苗栗,17,219500,483176
3672,第17屆,縣議員,苗栗,17,0,0
3673,第17屆,縣議員,苗栗,17,1356010,1388355
3674,第17屆,縣議員,苗栗,17,186031,576927
3675,第17屆,縣議員,苗栗,17,0,295600
3676,第17屆,縣議員,苗栗,17,1057667,1537579
3677,第17屆,縣議員,苗栗,17,1158500,1238462
3678,第17屆,縣議員,苗栗,17,1084500,1368567
3679,第17屆,縣議員,苗栗,17,93000,340865
3680,第17屆,縣議員,苗栗,17,51200,278109
3681,第17屆,縣議員,苗栗,17,838476,1182302
3682,第17屆,縣議員,苗栗,17,132000,140045
3683,第17屆,縣議員,苗栗,17,50000,701296
3684,第17屆,縣議員,雲林,17,17000,95729
3685,第17屆,縣議員,雲林,17,419100,2671415
3686,第17屆,縣議員,雲林,17,1511400,2886734
3687,第17屆,縣議員,雲林,17,0,213889
3688,第17屆,縣議員,雲林,17,403000,606500
3689,第17屆,縣議員,雲林,17,6000,171832
3690,第17屆,縣議員,雲林,17,10000,11673
3691,第17屆,縣議員,雲林,17,550000,1266015
3692,第17屆,縣議員,雲林,17,0,0
3693,第17屆,縣議員,雲林,17,111000,323000
3694,第17屆,縣議員,雲林,17,2043000,2199895
3695,第17屆,縣議員,雲林,17,719400,2507685
3696,第17屆,縣議員,雲林,17,630000,672778
3697,第17屆,縣議員,雲林,17,553000,583756
3698,第17屆,縣議員,雲林,17,500024,515000
3699,第17屆,縣議員,雲林,17,371500,682101
3700,第17屆,縣議員,雲林,17,200000,837250
3701,第17屆,縣議員,雲林,17,963820,1058042
3702,第17屆,縣議員,雲林,17,70000,80900
3703,第17屆,縣議員,雲林,17,350000,444822
3704,第17屆,縣議員,雲林,17,261104,999607
3705,第17屆,縣議員,雲林,17,12000,663117
3706,第17屆,縣議員,雲林,17,928200,1651265
3707,第17屆,縣議員,雲林,17,50000,922966
3708,第17屆,縣議員,雲林,17,6000,1276896
3709,第17屆,縣議員,雲林,17,1240000,1619312
3710,第17屆,縣議員,雲林,17,3000,3620
3711,第17屆,縣議員,雲林,17,330000,826724
3712,第17屆,縣議員,雲林,17,2417000,3427953
3713,第17屆,縣議員,雲林,17,1514600,1570510
3714,第17屆,縣議員,雲林,17,524273,849381
3715,第17屆,縣議員,雲林,17,604600,1066411
3716,第17屆,縣議員,雲林,17,450000,513405
3717,第17屆,縣議員,雲林,17,414100,414958
3718,第17屆,縣議員,雲林,17,610009,637222
3719,第17屆,縣議員,雲林,17,760039,782142
3720,第17屆,縣議員,雲林,17,0,0
3721,第17屆,縣議員,雲林,17,1920030,1999119
3722,第17屆,縣議員,雲林,17,620000,924233
3723,第17屆,縣議員,雲林,17,249120,440039
3724,第18屆,鄉長,南投縣中寮,18,295350,490052
3725,第18屆,鄉長,南投縣中寮,18,308300,1274901
3726,第18屆,鄉長,南投縣仁愛,18,116582,559952
3727,第18屆,鄉長,南投縣仁愛,18,227000,1854708
3728,第18屆,市長,南投縣南投,18,712200,953170
3729,第18屆,鄉長,南投縣國姓,18,658000,960815
3730,第18屆,鄉長,南投縣國姓,18,383000,509199
3731,第18屆,鎮長,南投縣埔里,18,296900,672156
3732,第18屆,鎮長,南投縣埔里,18,292399,401489
3733,第18屆,里長,南投縣村,18,0,0
3734,第18屆,里長,南投縣村,18,29585,37305
3735,第18屆,里長,南投縣村,18,19200,53182
3736,第18屆,里長,南投縣村,18,100000,207228
3737,第18屆,里長,南投縣村,18,20000,23556
3738,第18屆,里長,南投縣村,18,0,0
3739,第18屆,里長,南投縣村,18,167000,230173
3740,第18屆,里長,南投縣村,18,100000,117932
3741,第18屆,里長,南投縣村,18,10230,36230
3742,第18屆,里長,南投縣村,18,0,0
3743,第18屆,里長,南投縣村,18,10000,12000
3744,第18屆,鎮長,南投縣竹山,18,700400,747453
3745,第18屆,鎮長,南投縣竹山,18,334500,763120
3746,第18屆,鎮長,南投縣草屯,18,676015,862543
3747,第18屆,鎮長,南投縣草屯,18,1083000,3045907
3748,第18屆,市民代表,南投縣鄉鎮,18,147800,295745
3749,第18屆,市民代表,南投縣鄉鎮,18,0,101990
3750,第18屆,市民代表,南投縣鄉鎮,18,20004,57900
3751,第18屆,市民代表,南投縣鄉鎮,18,100000,131914
3752,第18屆,市民代表,南投縣鄉鎮,18,38000,38000
3753,第18屆,市民代表,南投縣鄉鎮,18,107400,118449
3754,第18屆,市民代表,南投縣鄉鎮,18,0,0
3755,第18屆,市民代表,南投縣鄉鎮,18,152500,253524
3756,第18屆,市民代表,南投縣鄉鎮,18,0,0
3757,第18屆,市民代表,南投縣鄉鎮,18,103005,124776
3758,第18屆,市民代表,南投縣鄉鎮,18,370008,361095
3759,第18屆,市民代表,南投縣鄉鎮,18,158000,159100
3760,第18屆,市民代表,南投縣鄉鎮,18,0,0
3761,第18屆,市民代表,南投縣鄉鎮,18,15200,49595
3762,第18屆,鎮長,南投縣集集,18,29410,196318
3763,第18屆,鄉長,南投縣魚池,18,136000,397930
3764,第18屆,鄉長,南投縣魚池,18,2030800,2070455
3765,第18屆,鄉長,南投縣鹿谷,18,715600,1227423
3766,第18屆,里長,台南市北區文元,18,5800,15200
3767,第18屆,里長,嘉義縣村,18,20501,22208
3768,第18屆,里長,嘉義縣村,18,21000,39160
3769,第18屆,市民代表,嘉義縣鄉鎮,18,170000,253299
3770,第18屆,市民代表,嘉義縣鄉鎮,18,0,489662
3771,第18屆,市民代表,嘉義縣鄉鎮,18,20000,55000
3772,第18屆,市民代表,嘉義縣鄉鎮,18,518620,819410
3773,第18屆,市民代表,嘉義縣鄉鎮,18,550000,1771626
3774,第18屆,市民代表,嘉義縣鄉鎮,18,602031,605451
3775,第18屆,市民代表,嘉義縣鄉鎮,18,30000,56800
3776,第18屆,里長,基隆市,18,76000,82092
3777,第18屆,里長,基隆市,18,36400,42479
3778,第18屆,里長,基隆市,18,115000,241338
3779,第18屆,里長,基隆市,18,43600,98995
3780,第18屆,里長,基隆市,18,0,0
3781,第18屆,里長,基隆市,18,0,56831
3782,第18屆,里長,基隆市,18,800,800
3783,第18屆,里長,基隆市,18,28000,50000
3784,第18屆,里長,基隆市,18,60601,95226
3785,第18屆,里長,基隆市,18,0,0
3786,第18屆,里長,基隆市,18,67320,67320
3787,第18屆,里長,基隆市,18,0,0
3788,第18屆,里長,基隆市,18,80200,80200
3789,第18屆,里長,基隆市,18,3310,27731
3790,第18屆,里長,基隆市,18,0,0
3791,第18屆,里長,基隆市,18,4800,4800
3792,第18屆,里長,基隆市,18,35000,61701
3793,"","","",18,0,50370
3794,第18屆,里長,宜蘭縣村,18,0,40300
3795,第18屆,里長,宜蘭縣村,18,150000,128821
3796,第18屆,里長,宜蘭縣村,18,0,0
3797,第18屆,里長,宜蘭縣村,18,26000,28400
3798,第18屆,里長,宜蘭縣村,18,45000,122150
3799,第18屆,里長,宜蘭縣村,18,0,31000
3800,第18屆,里長,宜蘭縣村,18,10000,92135
3801,第18屆,里長,宜蘭縣村,18,80000,93914
3802,第18屆,里長,宜蘭縣村,18,150000,161904
3803,第18屆,里長,宜蘭縣村,18,114000,117535
3804,第18屆,里長,宜蘭縣村,18,0,30000
3805,第18屆,里長,宜蘭縣村,18,0,59800
3806,第18屆,里長,宜蘭縣村,18,0,30000
3807,第18屆,里長,宜蘭縣村,18,0,65142
3808,第18屆,里長,宜蘭縣村,18,0,54800
3809,第18屆,里長,宜蘭縣村,18,0,34652
3810,第18屆,里長,宜蘭縣村,18,26300,71036
3811,第18屆,里長,宜蘭縣村,18,25500,66940
3812,第18屆,里長,宜蘭縣村,18,0,0
3813,第18屆,里長,宜蘭縣村,18,0,0
3814,第18屆,里長,宜蘭縣村,18,0,166764
3815,第18屆,里長,宜蘭縣村,18,0,34000
3816,第18屆,里長,宜蘭縣村,18,0,21000
3817,第18屆,里長,宜蘭縣村,18,0,42246
3818,第18屆,里長,宜蘭縣村,18,162602,176839
3819,第18屆,里長,宜蘭縣村,18,0,0
3820,第18屆,里長,宜蘭縣村,18,0,33500
3821,第18屆,里長,宜蘭縣村,18,0,35000
3822,第18屆,里長,宜蘭縣村,18,0,28625
3823,第18屆,里長,宜蘭縣村,18,47900,163795
3824,第18屆,里長,宜蘭縣村,18,0,25500
3825,第18屆,里長,宜蘭縣村,18,0,11190
3826,第18屆,市民代表,宜蘭縣鄉鎮,18,280000,412718
3827,第18屆,市民代表,宜蘭縣鄉鎮,18,0,220549
3828,第18屆,市民代表,宜蘭縣鄉鎮,18,33000,352500
3829,第18屆,市民代表,宜蘭縣鄉鎮,18,100000,478400
3830,第18屆,市民代表,宜蘭縣鄉鎮,18,389820,404210
3831,第18屆,市民代表,宜蘭縣鄉鎮,18,180000,365160
3832,第18屆,市民代表,宜蘭縣鄉鎮,18,22000,534157
3833,第18屆,市民代表,宜蘭縣鄉鎮,18,60000,525380
3834,第18屆,市民代表,宜蘭縣鄉鎮,18,45000,59739
3835,第18屆,市民代表,宜蘭縣鄉鎮,18,0,520671
3836,第18屆,市民代表,宜蘭縣鄉鎮,18,500,620
3837,第18屆,市民代表,宜蘭縣鄉鎮,18,0,39763
3838,第18屆,市民代表,宜蘭縣鄉鎮,18,0,47900
3839,第18屆,市民代表,宜蘭縣鄉鎮,18,50000,249175
3840,第18屆,市民代表,宜蘭縣鄉鎮,18,0,127645
3841,第18屆,市民代表,宜蘭縣鄉鎮,18,85000,188919
3842,第18屆,市民代表,宜蘭縣鄉鎮,18,0,313518
3843,第18屆,市民代表,宜蘭縣鄉鎮,18,0,79730
3844,第18屆,市民代表,宜蘭縣鄉鎮,18,140000,380480
3845,第18屆,市民代表,宜蘭縣鄉鎮,18,90000,484415
3846,第18屆,市民代表,宜蘭縣鄉鎮,18,0,314654
3847,第18屆,市民代表,宜蘭縣鄉鎮,18,0,239075
3848,第18屆,市民代表,宜蘭縣鄉鎮,18,0,355432
3849,第18屆,市民代表,宜蘭縣鄉鎮,18,164000,247503
3850,第18屆,市民代表,宜蘭縣鄉鎮,18,305005,308480
3851,第18屆,市民代表,宜蘭縣鄉鎮,18,200000,395810
3852,第18屆,市民代表,宜蘭縣鄉鎮,18,53000,535322
3853,第18屆,市民代表,宜蘭縣鄉鎮,18,120600,214917
3854,第18屆,市民代表,宜蘭縣鄉鎮,18,36888,50945
3855,第18屆,市民代表,宜蘭縣鄉鎮,18,170000,190811
3856,第18屆,市民代表,宜蘭縣鄉鎮,18,32002,87445
3857,第18屆,市民代表,宜蘭縣鄉鎮,18,109805,143333
3858,第18屆,市民代表,宜蘭縣鄉鎮,18,156004,196750
3859,第18屆,市民代表,宜蘭縣鄉鎮,18,158600,164390
3860,第18屆,市民代表,宜蘭縣鄉鎮,18,488000,597481
3861,第18屆,市民代表,宜蘭縣鄉鎮,18,0,355844
3862,第18屆,市民代表,宜蘭縣鄉鎮,18,0,0
3863,第18屆,市民代表,宜蘭縣鄉鎮,18,186000,261370
3864,第18屆,市民代表,宜蘭縣鄉鎮,18,0,142852
3865,第18屆,市民代表,宜蘭縣鄉鎮,18,0,167200
3866,第18屆,市民代表,宜蘭縣鄉鎮,18,80000,87845
3867,第18屆,里長,屏東縣村,18,0,0
3868,第18屆,里長,屏東縣村,18,39172,51277
3869,第18屆,里長,屏東縣村,18,0,3500
3870,第18屆,里長,屏東縣村,18,56280,47080
3871,第18屆,里長,屏東縣村,18,200000,163950
3872,第18屆,里長,屏東縣村,18,92000,174700
3873,第18屆,里長,屏東縣村,18,10000,12000
3874,第18屆,市民代表,屏東縣鄉鎮,18,130000,219252
3875,第18屆,市民代表,屏東縣鄉鎮,18,36660,36660
3876,第18屆,市民代表,屏東縣鄉鎮,18,50000,126275
3877,第18屆,市民代表,屏東縣鄉鎮,18,151060,155060
3878,第18屆,市民代表,屏東縣鄉鎮,18,0,0
3879,第18屆,市民代表,屏東縣鄉鎮,18,20000,60600
3880,第18屆,市民代表,屏東縣鄉鎮,18,338600,503959
3881,第18屆,市民代表,屏東縣鄉鎮,18,5829,38109
3882,第18屆,市民代表,屏東縣鄉鎮,18,44600,260619
3883,第18屆,市民代表,屏東縣鄉鎮,18,200000,200354
3884,第18屆,市民代表,屏東縣鄉鎮,18,0,0
3885,第18屆,市民代表,屏東縣鄉鎮,18,100000,425400
3886,第18屆,市民代表,屏東縣鄉鎮,18,482000,544198
3887,第18屆,村長,彰化縣大城鄉山腳,18,90000,106618
3888,第18屆,里長,彰化縣村,18,280000,349750
3889,第18屆,里長,彰化縣村,18,120442,116102
3890,第18屆,里長,彰化縣村,18,15800,95706
3891,第18屆,里長,彰化縣村,18,0,34040
3892,第18屆,里長,彰化縣村,18,7270,18249
3893,第18屆,里長,彰化縣村,18,24800,67824
3894,第18屆,里長,彰化縣村,18,12000,16000
3895,第18屆,里長,彰化縣村,18,5000,21650
3896,第18屆,里長,彰化縣村,18,80000,95362
3897,第18屆,里長,彰化縣村,18,0,38875
3898,第18屆,里長,彰化縣村,18,10000,12300
3899,第18屆,里長,彰化縣村,18,3200,35341
3900,第18屆,市民代表,彰化縣鄉鎮,18,2400,95334
3901,第18屆,市民代表,彰化縣鄉鎮,18,2700,104150
3902,第18屆,市民代表,彰化縣鄉鎮,18,328000,520364
3903,第18屆,市民代表,彰化縣鄉鎮,18,253543,300285
3904,第18屆,市民代表,彰化縣鄉鎮,18,210000,206250
3905,第18屆,市民代表,彰化縣鄉鎮,18,0,454173
3906,第18屆,市民代表,彰化縣鄉鎮,18,3000,3000
3907,第18屆,市民代表,彰化縣鄉鎮,18,170001,283700
3908,第18屆,市民代表,彰化縣鄉鎮,18,52000,97500
3909,第18屆,市民代表,彰化縣鄉鎮,18,0,322764
3910,第18屆,市民代表,彰化縣鄉鎮,18,339000,365627
3911,第18屆,市民代表,彰化縣鄉鎮,18,0,74150
3912,第18屆,市民代表,彰化縣鄉鎮,18,0,179827
3913,第18屆,市民代表,彰化縣鄉鎮,18,39000,194446
3914,第18屆,市民代表,彰化縣鄉鎮,18,43000,61044
3915,第18屆,市民代表,彰化縣鄉鎮,18,380617,465628
3916,第18屆,市民代表,彰化縣鄉鎮,18,20000,106434
3917,第18屆,市民代表,彰化縣鄉鎮,18,0,80590
3918,第18屆,市民代表,彰化縣鄉鎮,18,50000,736333
3919,第18屆,市民代表,彰化縣鄉鎮,18,0,0
3920,第18屆,市民代表,彰化縣鄉鎮,18,0,362884
3921,第18屆,市民代表,彰化縣鄉鎮,18,139455,139720
3922,第18屆,市民代表,彰化縣鄉鎮,18,251675,253511
3923,第18屆,市民代表,彰化縣鄉鎮,18,0,415013
3924,第18屆,市民代表,彰化縣鄉鎮,18,0,508504
3925,第18屆,市民代表,彰化縣鄉鎮,18,100001,159850
3926,第18屆,市民代表,彰化縣鄉鎮,18,176175,309303
3927,第18屆,市民代表,彰化縣鄉鎮,18,0,75862
3928,第18屆,市民代表,彰化縣鄉鎮,18,2200,78665
3929,第18屆,市民代表,彰化縣鄉鎮,18,0,89300
3930,第18屆,市民代表,彰化縣鄉鎮,18,140074,291297
3931,第18屆,市民代表,彰化縣鄉鎮,18,303000,303000
3932,第18屆,市民代表,彰化縣鄉鎮,18,0,200025
3933,第18屆,市民代表,彰化縣鄉鎮,18,200000,209190
3934,第18屆,市民代表,彰化縣鄉鎮,18,34600,34600
3935,第18屆,市民代表,彰化縣鄉鎮,18,224200,433964
3936,第18屆,市民代表,彰化縣鄉鎮,18,43200,145946
3937,第18屆,市民代表,彰化縣鄉鎮,18,116850,245204
3938,第18屆,市民代表,彰化縣鄉鎮,18,100000,122452
3939,第18屆,市民代表,彰化縣鄉鎮,18,0,0
