vote_id,term,position,area,term_n,total_r,total_p
1293,第15屆,市長,屏東縣屏東,15,252007,1632911
1294,第15屆,鄉長,屏東縣崁頂,15,100000,209090
1295,第15屆,鎮長,屏東縣恆春,15,470000,469480
1296,第15屆,鎮長,屏東縣恆春,15,531600,1965334
1297,第15屆,鄉長,屏東縣新園,15,50000,60646
1298,第15屆,鄉長,屏東縣新園,15,326600,745900
1299,第15屆,鄉長,屏東縣新園,15,425024,425750
1300,第15屆,鄉長,屏東縣春日,15,20000,20000
1301,第15屆,鄉長,屏東縣春日,15,20000,23000
1302,第15屆,鎮長,屏東縣東港,15,310000,1594767
1303,第15屆,鎮長,屏東縣東港,15,1733700,1813745
1304,第15屆,鎮長,屏東縣東港,15,290000,291088
1305,第15屆,鄉長,屏東縣枋寮,15,275000,681788
1306,第15屆,鄉長,屏東縣枋山,15,0,32352
1307,第15屆,鄉長,屏東縣林邊,15,0,150915
1308,第15屆,鄉長,屏東縣林邊,15,250800,502890
1309,第15屆,鎮長,屏東縣潮州,15,317000,723680
1310,第15屆,鎮長,屏東縣潮州,15,752300,914848
1311,第15屆,鄉長,屏東縣琉球,15,0,18300
1312,第15屆,鄉長,屏東縣瑪家,15,362300,1633012
1313,第15屆,鄉長,屏東縣竹田,15,420000,453334
1314,第15屆,鄉長,屏東縣竹田,15,877010,1718864
1315,第15屆,鄉長,屏東縣萬丹,15,528615,1260798
1316,第15屆,鄉長,屏東縣萬丹,15,496006,549702
1317,第15屆,鄉長,屏東縣萬巒,15,66350,339393
1318,第15屆,鄉長,屏東縣車城,15,50055,495656
1319,第15屆,鄉長,屏東縣里港,15,782000,860965
1320,第15屆,鄉長,屏東縣里港,15,0,891740
1321,第15屆,縣長,屏東,15,29941250,30963109
1322,第15屆,縣長,屏東,15,12645620,13943057
1323,第15屆,鄉長,屏東縣霧台,15,7000,39106
1324,第15屆,鄉長,屏東縣高樹,15,200000,200000
1325,第15屆,鄉長,屏東縣鹽埔,15,130000,130000
1326,第15屆,鎮長,彰化縣二林,15,208500,326800
1327,第15屆,鎮長,彰化縣二林,15,1710016,1721053
1328,第15屆,鄉長,彰化縣二水,15,545800,2152247
1329,第15屆,鄉長,彰化縣伸港,15,625019,1396788
1330,第15屆,鄉長,彰化縣伸港,15,0,360000
1331,第15屆,鎮長,彰化縣北斗,15,181905,709996
1332,第15屆,鎮長,彰化縣北斗,15,100000,700572
1333,第15屆,鎮長,彰化縣和美,15,659880,659880
1334,第15屆,鎮長,彰化縣員林,15,3105304,3245416
1335,第15屆,鎮長,彰化縣員林,15,202001,301552
1336,第15屆,鎮長,彰化縣員林,15,2802086,2882209
1337,第15屆,鄉長,彰化縣埔心,15,1190000,1724005
1338,第15屆,鄉長,彰化縣埔心,15,90002,103500
1339,第15屆,鄉長,彰化縣埔鹽,15,1529000,1542911
1340,第15屆,鄉長,彰化縣埤頭,15,0,0
1341,第15屆,鄉長,彰化縣埤頭,15,67000,421195
1342,第15屆,鄉長,彰化縣大村,15,673506,1031725
1343,第15屆,市長,彰化縣彰化,15,4915791,5409190
1344,第15屆,市長,彰化縣彰化,15,2928820,3432655
1345,第15屆,鄉長,彰化縣永靖,15,613712,817033
1346,第15屆,鄉長,彰化縣永靖,15,0,1938680
1347,第15屆,鄉長,彰化縣溪州,15,199950,351329
1348,第15屆,鎮長,彰化縣溪湖,15,1188000,1331011
1349,第15屆,鎮長,彰化縣溪湖,15,546000,992947
1350,第15屆,鎮長,彰化縣田中,15,1623867,2129923
1351,第15屆,鎮長,彰化縣田中,15,922400,2087801
1352,第15屆,鄉長,彰化縣田尾,15,47200,631458
1353,第15屆,鎮長,彰化縣田尾,15,1476000,1488165
1354,第15屆,鄉長,彰化縣社頭,15,128000,772962
1355,第15屆,鄉長,彰化縣福興,15,285000,285000
1356,第15屆,鄉長,彰化縣秀水,15,0,0
1357,第15屆,鄉長,彰化縣秀水,15,678380,755286
1358,第15屆,鄉長,彰化縣線西鄉,15,801112,1256152
1359,第15屆,鄉長,彰化縣線西鄉,15,118900,366329
1360,第15屆,鄉長,彰化縣線西,15,237592,691611
1361,第15屆,鄉長,彰化縣線西,15,676308,950175
1362,第15屆,鄉長,彰化縣芬園,15,98000,100400
1363,第15屆,鄉長,彰化縣芬園,15,257000,381350
1364,第15屆,鄉長,彰化縣花壇,15,890029,1471628
1365,第15屆,鄉長,彰化縣芳苑,15,364000,1497493
1366,第15屆,鄉長,彰化縣芳苑,15,157600,562117
1367,第15屆,市長,彰化縣鄉鎮,15,0,0
1368,第15屆,市長,彰化縣鄉鎮,15,199275,186073
1369,第15屆,縣長,彰化,15,21347530,22262385
1370,第15屆,縣長,彰化,15,36114723,36645005
1371,第15屆,縣長,彰化,15,4090488,3841318
1372,第15屆,鎮長,彰化縣鹿港,15,2703749,2963284
1373,第15屆,鄉長,新竹縣北埔,15,1512600,1616864
1374,第15屆,鄉長,新竹縣寶山,15,325000,332617
1375,第15屆,鄉長,新竹縣寶山,15,1699886,1970184
1376,第15屆,鄉長,新竹縣峨嵋,15,2007071,1607485
5574,第7屆,立法委員,"",7,24827652,23200452
1377,第15屆,鎮長,新竹縣新埔,15,1234014,1491449
1378,第15屆,鎮長,新竹縣新埔,15,233602,506221
1379,第15屆,鎮長,新竹縣新埔,15,340008,340049
1380,第15屆,鎮長,新竹縣新埔,15,0,0
1381,第15屆,市長,新竹縣新豐鄉,15,0,208300
1382,第15屆,鄉長,新竹縣新豐,15,903350,1103675
1383,第15屆,鄉長,新竹縣橫山,15,5000,5000
1384,第15屆,鄉長,新竹縣湖口,15,863200,1081583
1385,第15屆,鎮長,新竹縣竹東,15,1091187,1399532
1386,第15屆,鎮長,新竹縣竹東,15,1359150,2503256
1387,第15屆,鄉長,新竹縣芎林,15,1072036,1113397
1388,第15屆,鄉長,新竹縣芎林,15,742000,743520
1389,第15屆,縣長,新竹,15,7947000,11946172
1390,第15屆,縣長,新竹,15,18369572,18459240
1391,第15屆,鎮長,新竹縣關西,15,40000,40000
1392,第15屆,鎮長,新竹縣關西,15,398000,901090
1393,第15屆,鄉長,桃園縣大園,15,1681049,2436727
1394,第15屆,鄉長,桃園縣大園,15,0,0
1395,第15屆,鎮長,桃園縣大溪,15,654533,654520
1396,第15屆,鎮長,桃園縣大溪,15,200000,200000
1397,第15屆,鄉長,桃園縣新屋,15,1675258,1920240
1398,第15屆,鄉長,桃園縣新屋,15,1518000,3795350
1399,第15屆,鎮長,桃園縣楊梅,15,3598908,3797996
1400,第15屆,鄉長,桃園縣蘆竹,15,1509000,2063205
1401,第15屆,鄉長,桃園縣蘆竹,15,1910031,2547823
1402,第15屆,鄉長,桃園縣蘆竹,15,1098035,2385534
1403,第15屆,鄉長,桃園縣蘆竹,15,70000,1950695
1404,第15屆,鄉長,桃園縣蘆竹,15,2037000,2710067
1405,第15屆,鄉長,桃園縣蘆竹,15,1119000,2040930
1406,第15屆,鄉長,桃園縣觀音,15,212000,957683
1407,第15屆,鄉長,桃園縣觀音,15,2200000,5037001
1408,第15屆,鄉長,桃園縣觀音,15,161000,181900
1409,第15屆,縣長,桃園,15,32334081,35646529
1410,第15屆,鄉長,桃園縣龍潭,15,1224043,2408485
1411,第15屆,鄉長,桃園縣龍潭,15,6679261,6216869
1412,第15屆,鄉長,桃園縣龜山,15,2992200,3289518
1413,第15屆,鄉長,桃園縣龜山,15,90700,1161010
1414,第15屆,鄉長,澎湖縣湖西,15,400000,788436
1415,第15屆,縣長,澎湖,15,3907020,4206551
1416,第15屆,縣長,澎湖,15,0,0
1417,第15屆,縣長,澎湖,15,4516225,5526533
1418,第15屆,市長,臺中,15,33462999,43156328
1419,第15屆,市長,臺中,15,23495066,23547520
1420,第15屆,鄉長,臺中縣和平,15,50000,50400
1421,第15屆,鄉長,臺中縣和平,15,15000,26225
1422,第15屆,鄉長,臺中縣外埔,15,396000,684362
1423,第15屆,鄉長,臺中縣大安,15,98700,302646
1424,第15屆,鎮長,臺中縣大甲,15,882000,1153474
1425,第15屆,鎮長,臺中縣大甲,15,579022,1048023
1426,第15屆,鎮長,臺中縣大甲,15,0,878771
1427,第15屆,鄉長,臺中縣大雅,15,454903,672565
1428,第15屆,鄉長,臺中縣大雅,15,999327,2298382
1429,第15屆,鎮長,臺中縣東勢,15,610680,1901366
1430,第15屆,鎮長,臺中縣東勢,15,52000,1502700
1431,第15屆,鎮長,臺中縣梧棲,15,0,0
1432,第15屆,鎮長,臺中縣梧棲,15,2455052,2896876
1433,第15屆,鎮長,臺中縣梧棲,15,160001,403100
1434,第15屆,鎮長,臺中縣沙鹿,15,160000,682042
1435,第15屆,鎮長,臺中縣沙鹿,15,321620,625957
1436,第15屆,鎮長,臺中縣清水,15,1220131,1670715
1437,第15屆,鄉長,臺中縣潭子,15,2011029,3796911
1438,第15屆,鄉長,臺中縣潭子,15,732920,883544
1439,第15屆,鄉長,臺中縣烏日,15,250000,250000
1440,第15屆,鄉長,臺中縣烏日,15,30000,120000
1441,第15屆,鄉長,臺中縣烏日,15,493493,1130903
1442,第15屆,鄉長,臺中縣烏日,15,740000,2890281
1443,第15屆,鄉長,臺中縣烏日,15,179180,234000
1444,第15屆,鄉長,臺中縣烏日,15,2463399,2468350
1445,第15屆,鄉長,臺中縣神岡,15,868010,2171923
1446,第15屆,鄉長,臺中縣神岡,15,2858000,4227702
1447,第15屆,市長,臺中縣豐原,15,4362313,4726038
1448,第15屆,縣長,臺中,15,43104459,44785269
1449,第15屆,縣長,臺中,15,22718617,24154978
1450,第15屆,鄉長,臺中縣霧峰,15,750705,1547342
1451,第15屆,鄉長,臺中縣霧峰,15,150000,166554
1452,第15屆,鄉長,臺中縣霧峰,15,525600,576401
1453,第15屆,鄉長,臺中縣龍井,15,403764,1556812
1454,第15屆,鎮長,臺北縣三峽,15,989341,2111197
1455,第15屆,鎮長,臺北縣三峽,15,1062400,1724476
1456,第15屆,鄉長,臺北縣五股,15,200020,2309326
1457,第15屆,鄉長,臺北縣五股,15,438024,2404225
1458,第15屆,市長,臺北縣土城,15,931720,2218372
1459,第15屆,鄉長,臺北縣平溪,15,848000,1025097
1460,第15屆,市長,臺北縣新店,15,2576323,7588908
1461,第15屆,市長,臺北縣新莊,15,3450042,4163790
1462,第15屆,鄉長,臺北縣林口,15,1606000,1659720
1463,第15屆,鄉長,臺北縣林口,15,2731000,2731260
1464,第15屆,市長,臺北縣汐止,15,3809000,3808783
1465,第15屆,鄉長,臺北縣泰山,15,2140028,2245911
1466,第15屆,鄉長,臺北縣泰山,15,150000,161037
1467,第15屆,鎮長,臺北縣淡水,15,1715000,2420015
1468,第15屆,鎮長,臺北縣淡水,15,0,246584
1469,第15屆,鎮長,臺北縣淡水,15,490616,1826614
1470,第15屆,鎮長,臺北縣淡水,15,290002,938980
1471,第15屆,鄉長,臺北縣烏來,15,415000,415000
1472,第15屆,鎮長,臺北縣瑞芳,15,460040,1030246
1473,第15屆,鄉長,臺北縣石門,15,1350132,1388488
1474,第15屆,鄉長,臺北縣萬里,15,428003,484897
1475,第15屆,鄉長,臺北縣萬里,15,384370,864808
1476,第15屆,鄉長,臺北縣萬里,15,1369069,1442130
1477,第15屆,鄉長,臺北縣貢寮,15,0,100621
1478,第15屆,市長,臺北縣鄉鎮,15,821600,900322
1479,第15屆,鄉長,臺北縣金山,15,716000,1037187
1480,第15屆,鄉長,臺北縣金山,15,667057,1023211
1481,第15屆,縣長,臺北,15,58215997,80769537
1482,第15屆,縣長,臺北,15,118657212,124756220
1483,第15屆,縣長,臺北,15,0,0
1484,第15屆,縣長,臺北,15,0,0
1485,第15屆,鄉長,臺北縣雙溪,15,1725823,1724741
1486,第15屆,鎮長,臺北縣鶯歌,15,1854612,1902276
1487,第15屆,鎮長,臺北縣鶯歌,15,1781000,2015975
1488,第15屆,鎮長,臺北縣鶯歌,15,2766703,2901150
1489,第15屆,鎮長,臺北縣鶯歌,15,0,0
1490,第15屆,市長,臺南,15,41706191,34078508
1491,第15屆,市長,臺南,15,7118468,7112086
1492,第15屆,市長,臺南,15,5856100,6010680
1493,第15屆,鄉長,臺南縣七股,15,82640,363657
1494,第15屆,鄉長,臺南縣仁德,15,955000,1075981
1495,第15屆,鄉長,臺南縣仁德,15,2256090,2698861
1496,第15屆,鎮長,臺南縣佳里,15,1032400,2078434
1497,第15屆,鎮長,臺南縣佳里,15,200001,402170
1498,第15屆,鄉長,臺南縣南化,15,1091300,1263292
1499,第15屆,鎮長,臺南縣善化,15,1069500,1984299
1500,第15屆,鎮長,臺南縣善化,15,1300000,1441136
1501,第15屆,鄉長,臺南縣大內,15,56000,376966
1502,第15屆,鄉長,臺南縣大內,15,177400,510507
1503,第15屆,鄉長,臺南縣安定,15,635600,692625
1504,第15屆,鄉長,臺南縣將軍,15,0,86865
1505,第15屆,鄉長,臺南縣山上,15,30002,138291
1506,第15屆,鄉長,臺南縣後壁,15,102000,1044110
1507,第15屆,鎮長,臺南縣新化,15,413560,899913
1508,第15屆,鄉長,臺南縣新市,15,1882062,2742705
1509,第15屆,鄉長,臺南縣新市,15,2221550,2502398
1510,第15屆,鄉長,臺南縣東山,15,340000,395263
1511,第15屆,鄉長,臺南縣東山,15,270400,1869599
1512,第15屆,鄉長,臺南縣柳營,15,0,558628
1513,第15屆,鄉長,臺南縣柳營,15,920004,1285700
1514,第15屆,鄉長,臺南縣柳營,15,300000,367026
1515,第15屆,鄉長,臺南縣楠西,15,650000,788845
1516,第15屆,鄉長,臺南縣歸仁,15,547350,1348314
1517,第15屆,鄉長,臺南縣歸仁,15,1214981,1783389
1518,第15屆,鄉長,臺南縣歸仁,15,1250000,2074527
1519,第15屆,鄉長,臺南縣玉井,15,87344,524265
1520,第15屆,鎮長,臺南縣白河,15,154536,1085895
1521,第15屆,縣長,臺南,15,0,456111
1522,第15屆,鄉長,臺南縣關廟,15,2045813,2261336
1523,第15屆,鄉長,臺南縣關廟,15,754200,2253561
1524,第15屆,鎮長,臺南縣麻豆,15,523600,997536
1525,第15屆,鎮長,臺南縣麻豆,15,0,357714
1526,第15屆,鄉長,臺東縣卑南,15,136640,205987
1527,第15屆,鄉長,臺東縣卑南,15,594085,1049550
1528,第15屆,鄉長,臺東縣大武,15,180000,283743
1529,第15屆,鄉長,臺東縣大武,15,139500,414850
1530,第15屆,鄉長,臺東縣太麻里,15,50000,50000
1531,第15屆,鎮長,臺東縣成功,15,300000,300286
1532,第15屆,鎮長,臺東縣成功,15,1132200,1176847
1533,第15屆,鄉長,臺東縣池上,15,150003,190234
1534,第15屆,鄉長,臺東縣池上,15,65000,65000
1535,第15屆,鄉長,臺東縣綠島,15,200000,400051
1536,第15屆,鄉長,臺東縣達仁,15,327400,681981
1537,第15屆,鄉長,臺東縣達仁,15,0,0
1538,第15屆,鄉長,臺東縣金峰,15,3000,20
1539,第15屆,縣長,臺東,15,8588021,8790015
1540,第15屆,縣長,臺東,15,6617570,7018218
1541,第15屆,縣長,臺東,15,5615,74000
1542,第15屆,鎮長,臺東縣關山,15,808000,930319
1543,第15屆,鎮長,臺東縣關山,15,100006,598130
1544,第15屆,鄉長,臺東縣鹿野,15,174900,592052
1545,第15屆,鄉長,臺東縣鹿野,15,1088706,1257020
1546,第15屆,鄉長,花蓮縣吉安,15,2811200,2974178
1547,第15屆,鄉長,花蓮縣吉安,15,465100,467551
1548,第15屆,鄉長,花蓮縣壽豐,15,913350,1360002
1549,第15屆,鄉長,花蓮縣新城,15,0,0
1550,第15屆,鎮長,花蓮縣玉里,15,400000,1972085
1551,第15屆,鎮長,花蓮縣玉里,15,1616800,2230568
1552,第15屆,鄉長,花蓮縣瑞穗,15,618026,857167
1553,第15屆,鄉長,花蓮縣秀林,15,1021060,1540336
1554,第15屆,市長,花蓮縣花蓮,15,600719,1229596
1555,第15屆,市長,花蓮縣花蓮,15,1113000,1340726
1556,第15屆,縣長,花蓮,15,4145023,4280000
1557,第15屆,縣長,花蓮,15,7554991,7690741
1558,第15屆,縣長,花蓮,15,8898294,8960678
1559,第15屆,鎮長,花蓮縣鳳林,15,176600,176600
1560,第15屆,鄉長,苗栗縣三灣,15,756988,769080
1561,第15屆,鄉長,苗栗縣三灣,15,398110,479500
1562,第15屆,鄉長,苗栗縣三義,15,0,424342
1563,第15屆,鄉長,苗栗縣三義,15,201745,544726
1564,第15屆,鄉長,苗栗縣三義,15,0,441584
1565,第15屆,鄉長,苗栗縣三義,15,648230,1790524
1566,第15屆,鄉長,苗栗縣三義,15,776000,880666
1567,第15屆,鄉長,苗栗縣公館,15,750000,913418
1568,第15屆,鄉長,苗栗縣公館,15,216000,383365
1569,第15屆,鎮長,苗栗縣卓蘭,15,502767,894085
1570,第15屆,鄉長,苗栗縣南庄,15,1441740,2525183
1571,第15屆,鄉長,苗栗縣南庄,15,475000,517036
1572,第15屆,鄉長,苗栗縣大湖,15,554560,680335
1573,第15屆,鄉長,苗栗縣大湖,15,250000,470152
1574,第15屆,鎮長,苗栗縣後龍,15,412007,661494
1575,第15屆,鎮長,苗栗縣後龍,15,565004,567000
1576,第15屆,鄉長,苗栗縣泰安,15,43000,250442
1577,第15屆,鄉長,苗栗縣泰安,15,467600,521238
1578,第15屆,鄉長,苗栗縣獅潭,15,849000,1338610
1579,第15屆,鄉長,苗栗縣獅潭,15,71900,376950
1580,第15屆,鎮長,苗栗縣竹南,15,215000,215460
1581,第15屆,鎮長,苗栗縣苑裡,15,601000,789307
1582,第15屆,鎮長,苗栗縣苑裡,15,641000,972690
1583,第15屆,鎮長,苗栗縣苑裡,15,920000,1197697
1584,第15屆,鎮長,苗栗縣苑裡,15,883000,1315830
1585,第15屆,鄉長,苗栗縣西湖,15,711000,1288786
1586,第15屆,鄉長,苗栗縣西湖,15,30001,94800
1587,第15屆,鎮長,苗栗縣通霄,15,198200,443298
1588,第15屆,鄉長,苗栗縣銅鑼,15,321400,828215
1589,第15屆,縣長,苗栗,15,15154800,15388352
1590,第15屆,縣長,苗栗,15,7860600,10209147
1591,第15屆,縣長,苗栗,15,4828704,5032973
1592,第15屆,鎮長,苗栗縣頭份,15,2801943,3145127
1593,第15屆,鎮長,苗栗縣頭份,15,1108000,1414600
1594,第15屆,鎮長,苗栗縣頭份,15,831000,2088864
1595,第15屆,鎮長,苗栗縣頭份,15,472600,1068437
1596,第15屆,鎮長,苗栗縣頭份,15,1267000,2394037
1597,第15屆,鎮長,苗栗縣頭份,15,1661000,2938303
1598,第15屆,鄉長,苗栗縣頭屋,15,10000,20000
1599,第15屆,鄉長,苗栗縣頭屋,15,0,600699
1600,第15屆,鄉長,苗栗縣頭屋,15,0,0
1601,第15屆,鄉長,雲林縣二崙,15,44250,217277
1602,第15屆,鄉長,雲林縣二崙,15,0,211690
1603,第15屆,鄉長,雲林縣元長,15,300000,378000
1604,第15屆,鎮長,雲林縣北港,15,200000,193313
1605,第15屆,鄉長,雲林縣口湖,15,0,944912
1606,第15屆,鄉長,雲林縣口湖,15,0,284804
1607,第15屆,鄉長,雲林縣口湖,15,0,127930
1608,第15屆,鄉長,雲林縣古坑,15,1662099,1672211
1609,第15屆,鄉長,雲林縣古坑,15,60000,152850
1610,第15屆,鄉長,雲林縣台西,15,0,0
1611,第15屆,鄉長,雲林縣台西,15,860000,1990050
1612,第15屆,鎮長,雲林縣土庫,15,30000,112000
1613,第15屆,鄉長,雲林縣大埤,15,101600,101700
1614,第15屆,鄉長,雲林縣大埤,15,699000,819300
1615,第15屆,鄉長,雲林縣崙背,15,3000,20
1616,第15屆,鎮長,雲林縣斗南,15,151600,151620
1617,第15屆,鄉長,雲林縣林內,15,421205,1008388
1618,第15屆,鄉長,雲林縣莿桐,15,0,371479
1619,第15屆,鄉長,雲林縣莿桐,15,0,373981
1620,第15屆,鎮長,雲林縣虎尾,15,387300,1158316
1621,第15屆,鎮長,雲林縣虎尾,15,188100,199947
1622,第15屆,鄉長,雲林縣褒忠,15,0,0
1623,第15屆,鎮長,雲林縣西螺,15,281214,941989
1624,第15屆,鎮長,雲林縣西螺,15,820000,1189729
1625,第15屆,縣長,雲林,15,36891381,45119472
1626,第15屆,縣長,雲林,15,15565941,21550442
1627,第15屆,鄉長,雲林縣麥寮,15,30000,1113137
1628,第15屆,鄉長,高雄縣三民,15,0,0
1629,第15屆,鄉長,高雄縣仁武,15,2127000,2269604
1630,第15屆,鄉長,高雄縣仁武,15,319595,1001996
1631,第15屆,鄉長,高雄縣六龜,15,300300,473678
1632,第15屆,鄉長,高雄縣大寮,15,772000,1063877
1633,第15屆,鄉長,高雄縣大寮,15,4018950,3943500
1634,第15屆,鄉長,高雄縣大樹,15,1238145,1837603
1635,第15屆,鄉長,高雄縣大社,15,0,0
1636,第15屆,鎮長,高雄縣岡山,15,2728099,3025787
1637,第15屆,鎮長,高雄縣岡山,15,0,45800
1638,第15屆,鎮長,高雄縣旗山,15,660000,917741
1639,第15屆,鄉長,高雄縣林園,15,1884524,2358031
1640,第15屆,鄉長,高雄縣林園,15,636036,1039591
1641,第15屆,鄉長,高雄縣梓官,15,880000,1061263
1642,第15屆,鄉長,高雄縣梓官,15,315026,1166550
1643,第15屆,鄉長,高雄縣橋頭,15,1505980,1724247
1644,第15屆,鄉長,高雄縣橋頭,15,970000,1052122
1645,第15屆,市長,高雄縣湖內鄉,15,1002000,1341326
1646,第15屆,鄉長,高雄縣燕巢,15,810000,1097870
1647,第15屆,鄉長,高雄縣燕巢,15,350009,360864
1648,第15屆,鄉長,高雄縣甲仙,15,1397430,1398292
1649,第15屆,鄉長,高雄縣茄萣,15,3000,185300
1650,第15屆,鄉長,高雄縣茄萣,15,240000,407878
1651,第15屆,鄉長,高雄縣路竹,15,760400,761238
1652,第15屆,鄉長,高雄縣路竹,15,481056,1649577
1653,第15屆,市長,高雄縣鄉鎮,15,1332000,1475514
1654,第15屆,縣長,高雄,15,8159191,12419104
1655,第15屆,縣長,高雄,15,75258813,24889243
1656,第15屆,鄉長,高雄縣阿蓮,15,432003,434278
1657,第15屆,鄉長,高雄縣阿蓮,15,347000,839623
1658,第15屆,鄉長,高雄縣鳥松,15,1060000,2026444
1659,第15屆,鄉長,高雄縣鳥松,15,0,0
1660,第15屆,鄉長,高雄縣鳥松,15,458000,1173949
1661,第15屆,鄉長,高雄縣鳥松,15,765000,1442998
1662,第15屆,鄉長,高雄縣鳥松,15,270000,668650
1663,第15屆,市長,高雄縣鳳山,15,2150338,5111974
1664,第16屆,鄉長,南投縣中寮鄉,16,0,987363
1665,第16屆,鄉長,南投縣中寮鄉,16,1094280,2186443
1666,第16屆,鄉長,南投縣仁愛鄉,16,868600,1013039
1667,第16屆,鄉長,南投縣仁愛鄉,16,583000,1491043
1668,第16屆,鄉長,南投縣信義鄉,16,455000,998506
1669,第16屆,鄉長,南投縣信義鄉,16,97000,122200
1670,第16屆,鄉長,南投縣名間鄉,16,155812,155812
1671,第16屆,鄉長,南投縣國姓鄉,16,492000,642735
1672,第16屆,鎮長,南投縣埔里鎮,16,2218894,3213560
1673,第16屆,鎮長,南投縣埔里鎮,16,352368,922462
1674,第16屆,鄉長,南投縣水里鄉,16,50000,100800
1675,第16屆,鎮長,南投縣竹山鎮,16,50000,96128
1676,第16屆,縣長,南投縣,16,418000,1643465
1677,第16屆,縣長,南投縣,16,15657913,16008818
1678,第16屆,縣長,南投縣,16,18915755,21448107
1679,第16屆,縣長,南投縣,16,12502,12800
1680,第16屆,縣長,南投縣,16,300005,2850151
1681,第16屆,鎮長,南投縣草屯鎮,16,1915898,2186680
1682,第16屆,鎮長,南投縣草屯鎮,16,280000,1565487
1683,第16屆,鎮長,南投縣草屯鎮,16,3564803,3616498
1684,第16屆,鎮長,南投縣草屯鎮,16,550000,896318
1685,第16屆,縣議員,南投,16,0,0
1686,第16屆,縣議員,南投,16,472663,472900
1687,第16屆,縣議員,南投,16,40000,2133058
1688,第16屆,縣議員,南投,16,501210,1112778
1689,第16屆,縣議員,南投,16,924418,1019431
1690,第16屆,縣議員,南投,16,460600,1877780
1691,第16屆,縣議員,南投,16,1388000,1388000
1692,第16屆,縣議員,南投,16,947000,951000
1693,第16屆,縣議員,南投,16,340000,369647
1694,第16屆,縣議員,南投,16,0,0
1695,第16屆,縣議員,南投,16,50000,1161857
1696,第16屆,縣議員,南投,16,0,788795
1697,第16屆,縣議員,南投,16,33004,716179
1698,第16屆,縣議員,南投,16,0,0
1699,第16屆,縣議員,南投,16,784129,805513
1700,第16屆,縣議員,南投,16,61600,106352
1701,第16屆,縣議員,南投,16,145029,144930
1702,第16屆,縣議員,南投,16,516000,600120
1703,第16屆,縣議員,南投,16,325712,399550
1704,第16屆,縣議員,南投,16,300001,337190
1705,第16屆,縣議員,南投,16,1025001,1029749
1706,第16屆,縣議員,南投,16,127600,220000
1707,第16屆,縣議員,南投,16,2133176,2141642
1708,第16屆,縣議員,南投,16,94000,420020
1709,第16屆,縣議員,南投,16,892600,928521
1710,第16屆,縣議員,南投,16,0,105352
1711,第16屆,縣議員,南投,16,0,0
1712,第16屆,縣議員,南投,16,1490185,1495335
1713,第16屆,縣議員,南投,16,0,0
1714,第16屆,縣議員,南投,16,419000,725593
1715,第16屆,縣議員,南投,16,311900,714568
1716,第16屆,縣議員,南投,16,1580000,1580000
1717,第16屆,縣議員,南投,16,366804,474244
1718,第16屆,縣議員,南投,16,274000,725544
1719,第16屆,縣議員,南投,16,567000,894800
1720,第16屆,縣議員,南投,16,214016,1183523
1721,第16屆,縣議員,南投,16,81204,90120
1722,第16屆,縣議員,南投,16,920866,1280763
1723,第16屆,縣議員,南投,16,559760,569051
1724,第16屆,縣議員,南投,16,513000,590368
1725,第16屆,縣議員,南投,16,0,203850
1726,第16屆,縣議員,南投,16,723793,731313
1727,第16屆,縣議員,南投,16,576550,602293
1728,第16屆,縣議員,南投,16,921400,1019000
1729,第16屆,縣議員,南投,16,0,0
1730,第16屆,縣議員,南投,16,63007,95167
1731,第16屆,縣議員,南投,16,341000,434545
1732,第16屆,鎮長,南投縣集集鎮,16,125000,125000
1733,第16屆,鄉長,南投縣魚池鄉,16,2271231,2528664
1734,第16屆,鄉長,南投縣魚池鄉,16,87201,180930
1735,第16屆,鄉長,南投縣鹿谷鄉,16,2400,347745
1736,第16屆,縣議員,台中,16,490016,1464157
1737,第16屆,縣議員,台中,16,1605057,1745242
1738,第16屆,縣議員,台北,16,0,3014127
1739,第16屆,縣議員,台北,16,200000,200000
1740,第16屆,縣議員,台北,16,1900600,2170258
1741,第16屆,鄉長,嘉義縣中埔鄉,16,200000,740242
1742,第16屆,鄉長,嘉義縣大埔鄉,16,0,611410
1743,第16屆,鎮長,嘉義縣大林鎮,16,110000,120000
1744,第16屆,鎮長,嘉義縣大林鎮,16,961000,1395417
1745,第16屆,鄉長,嘉義縣新港鄉,16,741866,1099832
1746,第16屆,鄉長,嘉義縣新港鄉,16,100004,284084
1747,第16屆,鄉長,嘉義縣梅山鄉,16,474000,776593
1748,第16屆,鄉長,嘉義縣民雄鄉,16,18000,1703939
1749,第16屆,鄉長,嘉義縣民雄鄉,16,460000,469595
1750,第16屆,鄉長,嘉義縣水上鄉,16,606200,791039
1751,第16屆,鄉長,嘉義縣水上鄉,16,399000,1847856
1752,第16屆,鄉長,嘉義縣水上鄉,16,20000,26254
1753,第16屆,鄉長,嘉義縣溪口鄉,16,140000,575190
1754,第16屆,鄉長,嘉義縣番路鄉,16,317300,385860
1755,第16屆,鄉長,嘉義縣番路鄉,16,292700,444922
1756,第16屆,鄉長,嘉義縣竹崎鄉,16,193100,607607
1757,第16屆,鄉長,嘉義縣竹崎鄉,16,0,0
1758,第16屆,縣長,嘉義縣,16,16897900,21349157
1759,第16屆,縣長,嘉義縣,16,51341341,48374153
1760,第16屆,縣長,嘉義縣,16,512666,1942500
1761,第16屆,鄉長,嘉義縣義竹鄉,16,690000,725564
