vote_id,election_id,r1,r2,r3,r4,r5,r6,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,income,cost,area,no,name,gender,birth_year,sec_name,sec_gender,sec_birth_year,party,vote_cnt,vote_rate,elect_ind,incumbent_ind,year,term,title,main_type,sub_type,leader_ind,position_level
2,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市仁愛區智仁里,1,郭子龍,M,1953,"","",,無,297,0.3383,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
3,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,南投縣仁愛鄉力行村,1,林忠正,M,1951,"","",,中國國民黨,195,0.5387,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
4,20100601S1E1,57600,10000,0,0,0,0,9000,46740,22000,8000,5000,0,8000,0,0,0,67600,98740,南投縣仁愛鄉發祥村,2,林水木,M,1952,"","",,中國國民黨,237,0.4647,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
5,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,南投縣仁愛鄉發祥村,1,江志偉,M,1976,"","",,中國國民黨,273,0.5353,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
6,20100601S1E1,29000,35000,0,0,0,0,0,65700,0,0,0,0,0,0,0,0,64000,65700,南投縣仁愛鄉親愛村,4,洪文全,M,1968,"","",,中國國民黨,266,0.3296,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
16,20100601S1E1,31000,0,0,0,4000,0,5000,28260,8000,0,0,4100,12000,0,0,0,35000,57360,南投縣信義鄉望美村,1,田美玉,F,1960,"","",,中國國民黨,433,0.4043,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
21,20100601S1E1,49000,0,0,0,2000,0,0,19500,0,0,0,0,34000,0,0,0,51000,53500,南投縣國姓鄉福龜村,3,胡水發,M,1952,"","",,中國國民黨,367,0.2733,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
32,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,南投縣草屯鎮山腳里,1,陳家財,M,1965,"","",,中國國民黨,1512,0.554,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
35,20100601S1E1,200000,0,0,0,0,0,0,0,0,0,0,0,214100,0,0,0,200000,214100,南投縣魚池鄉新城村,1,劉燕聰,M,1955,"","",,民主進步黨,633,0.6394,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
39,20100601S1E1,200000,0,0,0,0,5,140000,58000,0,0,0,0,22880,0,0,0,200005,220880,南投縣鹿谷鄉秀峰村,2,林茂延,M,1954,"","",,中國國民黨,364,0.5237,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
40,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,嘉義市西區劉厝里,3,許明對,M,1972,"","",,民主進步黨,682,0.2928,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
41,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,嘉義市西區番社里,1,賴永收,M,1957,"","",,無,321,0.3014,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
42,20100601S1E1,120000,0,0,0,0,0,0,82975,0,0,0,13987,81837,0,0,0,120000,178799,嘉義市西區保生里,6,郭瑞豐,M,1957,"","",,無,108,0.0622,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
43,20100601S1E1,0,0,0,0,0,0,0,7104,0,0,0,0,8011,0,0,0,0,15115,嘉義市東區興安里,1,鄭聖安,M,1962,"","",,無,65,0.0662,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
44,20100601S1E1,70000,0,0,0,0,0,0,53230,0,0,55350,3144,54386,0,0,1250,70000,167360,嘉義市東區仁義里,1,陳怡錦,F,1962,"","",,無,354,0.4307,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
45,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,嘉義市西區保生里,8,陳炎明,M,1956,"","",,中國國民黨,129,0.0744,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
46,20100601S1E1,200000,0,0,0,0,2,0,110000,0,0,49000,0,20700,0,0,60500,200002,240200,嘉義縣中埔鄉和興村,2,劉富錡,M,1949,"","",,無,804,0.4509,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
50,20100601S1E1,60000,60000,0,0,0,1,0,46480,0,0,8000,0,95280,0,0,0,120001,149760,嘉義縣梅山鄉大南村,1,廖水永,M,1946,"","",,無,220,0.1743,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
51,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,嘉義縣梅山鄉大南村,3,曹秋田,M,1947,"","",,無,117,0.0927,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
52,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,嘉義縣民雄鄉東湖村,2,王再添,M,1953,"","",,無,393,0.3586,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
55,20100601S1E1,300000,0,0,0,0,0,21000,25000,0,0,22050,0,230130,0,0,0,300000,298180,嘉義縣義竹鄉埤前村,1,呂權智,M,1950,"","",,中國國民黨,365,0.5134,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
56,20100601S1E1,400000,0,0,0,0,0,0,79300,0,0,50520,0,74395,0,0,0,400000,204215,嘉義縣義竹鄉義竹村,2,翁山鳳,M,1946,"","",,無,664,0.5385,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
59,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市仁愛區德厚里,2,劉秋英,F,1952,"","",,無,379,0.4317,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
60,20100601S1E1,18000,0,0,0,0,0,0,3000,0,0,15000,0,0,0,0,0,18000,18000,基隆市信義區信綠里,1,吳銘達,M,1951,"","",,中國國民黨,637,1,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
61,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中正區新富里,1,張建凱,M,1957,"","",,中國國民黨,470,0.269,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
62,20100601S1E1,32750,0,0,0,0,0,0,35700,0,5550,5400,0,20,0,0,0,32750,46670,基隆市中正區砂灣里,2,張榮妹,F,1953,"","",,中國國民黨,326,0.3184,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
63,20100601S1E1,85400,0,0,0,11400,4,0,92100,0,15500,21100,0,51189,0,0,0,96804,179889,基隆市中山區協和里,3,張榮華,M,1948,"","",,無,427,0.4621,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
63,20100601S1E1,85400,0,0,0,11400,4,0,92100,0,15500,21100,0,51189,0,0,0,96804,179889,臺東縣台東市豐田里,2,張榮華,M,1970,"","",,中國國民黨,393,0.349,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
64,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中正區建國里,1,曾世芳,M,1960,"","",,無,335,0.3552,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
65,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市仁愛區玉田里,2,林旭日,M,1960,"","",,無,57,0.1528,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
66,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中正區新豐里,1,林達欽,M,1954,"","",,中國國民黨,499,1,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
67,20100601S1E1,130800,0,0,0,18000,3,0,124100,0,24000,11200,0,12411,0,0,0,148803,171711,基隆市安樂區新崙里,2,林金龍,M,1956,"","",,中國國民黨,695,0.5925,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
68,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中山區德和里,1,楊振源,M,1952,"","",,中國國民黨,1447,0.5899,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
69,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中山區和慶里,3,經義海,M,1960,"","",,無,102,0.0484,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
70,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中山區安民里,2,羅聰德,M,1952,"","",,無,248,0.3851,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
71,20100601S1E1,32800,0,0,0,0,0,0,87600,0,0,0,0,3600,0,0,0,32800,91200,基隆市安樂區武崙里,3,翟志中,M,1960,"","",,無,365,0.3047,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
72,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中山區和慶里,1,葉錦地,M,1956,"","",,中國國民黨,1157,0.5494,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
73,20100601S1E1,66000,0,3000,0,0,3,0,112850,0,0,3672,0,3756,0,0,0,69003,120278,基隆市安樂區壯觀里,3,蔡秋霖,M,1948,"","",,中國國民黨,528,0.4217,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
74,20100601S1E1,0,0,0,0,0,0,0,10700,0,0,0,0,13835,0,0,0,0,24535,基隆市信義區禮東里,2,賴興泉,M,1958,"","",,中國國民黨,704,0.8196,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
75,20100601S1E1,20000,0,0,0,0,0,0,15700,0,20000,0,0,30000,0,0,0,20000,65700,基隆市中正區建國里,2,陳永光,M,1956,"","",,無,206,0.2185,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
76,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市安樂區五福里,3,陳濬翔,M,1974,"","",,無,195,0.1318,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
77,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,基隆市中正區真砂里,1,魏君龍,M,1956,"","",,中國國民黨,414,1,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
78,20100601S1E1,200000,0,0,0,0,0,0,154150,0,15000,0,0,45015,0,0,0,200000,214165,基隆市安樂區六合里,1,黃淑芬,F,1973,"","",,無,640,0.3965,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
82,20100601S1E1,0,0,0,0,0,0,0,28700,0,0,0,941,21572,0,0,0,0,51213,宜蘭縣五結鄉鎮安村,1,張朝松,M,1958,"","",,民主進步黨,1039,0.8496,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
82,20100601S1E1,0,0,0,0,0,0,0,28700,0,0,0,941,21572,0,0,0,0,51213,宜蘭縣五結鄉鎮安村,1,張朝松,M,1958,"","",,民主進步黨,1039,0.8496,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
82,20100601S1E1,0,0,0,0,0,0,0,28700,0,0,0,941,21572,0,0,0,0,51213,宜蘭縣大同鄉樂水村,2,張朝松,M,1955,"","",,中國國民黨,115,0.4064,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
82,20100601S1E1,0,0,0,0,0,0,0,28700,0,0,0,941,21572,0,0,0,0,51213,宜蘭縣大同鄉樂水村,2,張朝松,M,1955,"","",,中國國民黨,115,0.4064,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
83,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣五結鄉孝威村,1,曾秋萍,F,1969,"","",,無,349,0.3666,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
84,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣五結鄉利澤村,2,林何良,M,1961,"","",,無,640,0.5075,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
85,20100601S1E1,0,0,0,0,0,0,0,32900,0,0,0,2948,0,0,0,0,0,35848,宜蘭縣五結鄉利澤村,3,王長福,M,1951,"","",,無,262,0.2078,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
86,20100601S1E1,0,0,0,0,0,0,0,53500,0,0,0,0,0,0,0,0,0,53500,宜蘭縣五結鄉福興村,2,藍木樹,M,1952,"","",,無,448,0.4516,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
87,20100601S1E1,83800,0,0,0,0,0,0,47974,0,0,66681,0,520,0,0,0,83800,115175,宜蘭縣五結鄉四結村,2,陳逸德,M,1941,"","",,無,593,0.4861,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
88,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣五結鄉上四村,3,黃政雄,M,1941,"","",,無,176,0.208,f,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
89,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣五結鄉五結村,2,黃文宏,M,1968,"","",,無,1061,0.5567,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
100,20100601S1E1,40000,0,0,0,0,0,0,17600,0,0,0,0,15995,0,0,0,40000,33595,宜蘭縣冬山鄉珍珠村,1,林坤煌,M,1958,"","",,無,545,0.5369,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
100,20100601S1E1,40000,0,0,0,0,0,0,17600,0,0,0,0,15995,0,0,0,40000,33595,桃園縣八德市大安里,2,林坤煌,M,1956,"","",,無,801,0.5038,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
103,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,39163,0,0,0,0,39163,宜蘭縣員山鄉中華村,2,周文科,M,1958,"","",,民主進步黨,257,0.5266,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
104,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣員山鄉同樂村,2,周素麗,F,1964,"","",,無,679,0.4497,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
105,20100601S1E1,0,0,0,0,0,0,3600,79901,820,650,0,0,10265,0,0,0,0,95236,宜蘭縣員山鄉員山村,3,朱井村,M,1939,"","",,無,645,0.3127,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
106,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣員山鄉員山村,2,楊榮振,M,1965,"","",,中國國民黨,729,0.3534,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
107,20100601S1E1,6000,18000,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,24000,33000,宜蘭縣員山鄉七賢村,1,高明芳,M,1969,"","",,無,569,0.7763,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
121,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣壯圍鄉永鎮村,1,李照福,M,1942,"","",,無,365,0.536,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
122,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣壯圍鄉新南村,1,林旺枝,M,1942,"","",,中國國民黨,374,0.5397,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
123,20100601S1E1,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,21000,21000,宜蘭縣壯圍鄉新南村,2,葉慶文,M,1958,"","",,民主進步黨,319,0.4603,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
125,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣五結鄉鎮安村,1,張朝松,M,1958,"","",,民主進步黨,1039,0.8496,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
125,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣五結鄉鎮安村,1,張朝松,M,1958,"","",,民主進步黨,1039,0.8496,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
125,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣大同鄉樂水村,2,張朝松,M,1955,"","",,中國國民黨,115,0.4064,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
125,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣大同鄉樂水村,2,張朝松,M,1955,"","",,中國國民黨,115,0.4064,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
135,20100601S1E1,11000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,11000,15000,宜蘭縣宜蘭市小東里,1,徐佳庭,M,1951,"","",,無,370,0.4731,f,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
136,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新竹縣新豐鄉埔和村,1,李武雄,M,1943,"","",,無,1001,1,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
136,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣宜蘭市南津里,1,李武雄,M,1945,"","",,無,282,0.4184,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
137,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣礁溪鄉白鵝村,1,游壬癸,M,1961,"","",,無,341,0.5353,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
138,20100601S1E1,33000,20000,3000,0,0,0,9600,46800,0,0,100320,0,0,0,0,0,56000,156720,彰化縣伸港鄉泉州村,1,黃朝明,M,1952,"","",,無,519,0.3959,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
138,20100601S1E1,33000,20000,3000,0,0,0,9600,46800,0,0,100320,0,0,0,0,0,56000,156720,宜蘭縣礁溪鄉匏崙村,2,黃朝明,M,1950,"","",,中國國民黨,416,0.5943,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
140,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣羅東鎮大新里,2,曾阿素,F,1958,"","",,無,146,0.2336,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
141,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣羅東鎮漢民里,2,楊峰嫣,F,1943,"","",,無,327,0.2226,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
142,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣羅東鎮成功里,2,蔡朝金,M,1957,"","",,無,221,0.3448,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
143,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜蘭縣羅東鎮公正里,1,黃致遠,M,1969,"","",,無,331,0.3143,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
152,20100601S1E1,0,0,0,0,0,0,0,42700,0,0,19076,0,46963,0,0,0,0,108739,宜蘭縣蘇澳鎮聖湖里,1,劉福元,M,1949,"","",,中國國民黨,1623,0.5906,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
153,20100601S1E1,0,0,0,0,0,0,0,20000,0,0,0,0,13300,0,0,0,0,33300,宜蘭縣蘇澳鎮永光里,1,劉金德,M,1957,"","",,無,193,0.5202,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
154,20100601S1E1,200000,30000,0,0,0,0,0,32995,0,0,8638,8403,124480,0,0,9900,230000,184416,宜蘭縣蘇澳鎮蘇南里,1,吳柏祺,M,1956,"","",,無,199,0.587,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
155,20100601S1E1,0,0,0,0,0,0,0,21455,0,0,24950,0,24420,0,0,0,0,70825,宜蘭縣蘇澳鎮南安里,1,林金源,M,1963,"","",,無,353,0.4669,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
156,20100601S1E1,27000,33000,0,0,0,0,15000,23500,0,0,17750,720,4432,0,0,1000,60000,62402,宜蘭縣蘇澳鎮永春里,1,林黃政吉,M,1944,"","",,無,180,0.3982,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
157,20100601S1E1,44000,11600,0,0,0,0,0,30440,0,0,35725,5500,21518,0,0,4000,55600,97183,宜蘭縣蘇澳鎮南安里,3,羅興益,M,1972,"","",,無,104,0.1376,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
158,20100601S1E1,29500,0,0,0,7000,0,0,29414,0,0,4777,2317,742,0,0,0,36500,37250,宜蘭縣蘇澳鎮港邊里,1,黃淑瑩,F,1968,"","",,無,94,0.1034,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
165,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,屏東縣三地門鄉口社村,1,高玉金,F,1947,"","",,中國國民黨,274,0.5805,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
168,20100601S1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,屏東縣內埔鄉東寧村,2,黃煥松,M,1935,"","",,民主進步黨,982,0.4195,f,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
185,20100601S1E1,800,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,800,800,屏東縣恆春鎮墾丁里,2,張昌益,M,1963,"","",,無,455,0.5631,t,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
196,20100601S1E1,10000,0,0,0,3800,0,1600,29500,0,0,0,0,5000,0,0,3800,13800,39900,屏東縣竹田鄉美崙村,2,邱森玉,M,1942,"","",,無,268,0.5154,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
202,20100601S1E1,0,0,22000,0,0,0,0,12000,0,0,0,0,10000,0,0,0,22000,22000,彰化縣二水鄉聖化村,4,楊圳江,M,1958,"","",,民主進步黨,33,0.0882,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
203,20100601S1E1,442000,0,0,0,0,6,116000,92650,18800,20500,92940,7289,21319,0,0,80000,442006,449498,彰化縣二水鄉文化村,1,陳陽,M,1948,"","",,無,229,0.2978,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
220,20100601S1E1,0,0,2000,0,0,0,0,0,0,0,0,0,8180,0,0,0,2000,8180,彰化縣彰化市忠孝里,1,林正吉,M,1951,"","",,民主進步黨,300,0.4471,f,f,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
222,20100601S1E1,96450,63300,0,0,0,0,0,20800,0,0,0,0,149750,0,0,0,159750,170550,彰化縣溪湖鎮中竹里,2,黃柏勳,M,1961,"","",,無,410,0.6279,t,t,1996,99,2010-99年村里長選舉,村里長,選舉,1,10
232,20101101V1B3,102200,0,0,0,0,0,0,27107,0,15029,14305,0,58617,0,0,0,102200,115058,新北市汐止區忠山里,1,劉瑞燕,F,1948,"","",,無黨籍及未經政黨推薦,887,0.4314,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
233,20101101V1B3,50200,0,0,0,6000,0,0,0,0,60000,0,0,0,0,0,0,56200,60000,新北市汐止區康福里,2,劉金城,M,1962,"","",,民主進步黨,1159,0.4688,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
234,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新北市板橋區忠誠里,1,張志維,M,1978,"","",,無黨籍及未經政黨推薦,387,0.1565,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
235,20101101V1B3,60000,0,0,0,0,5,0,10200,0,0,92753,0,9200,0,0,0,60005,112153,新北市新莊區後港里,1,施明進,M,1946,"","",,無黨籍及未經政黨推薦,3514,1,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
236,20101101V1B3,189000,0,0,0,0,0,22400,146960,5800,0,0,0,68280,0,0,0,189000,243440,新北市板橋區玉光里,4,曾國旃,M,1964,"","",,無黨籍及未經政黨推薦,1226,0.3906,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
237,20101101V1B3,68600,0,0,2000,0,0,0,79218,0,24500,47505,13200,81556,0,0,5230,70600,251209,新北市淡水區崁頂里,4,李少華,F,1956,"","",,無黨籍及未經政黨推薦,216,0.1583,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
238,20101101V1B3,60000,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,60000,60000,新北市萬里區萬里里,2,李建才,M,1962,"","",,無黨籍及未經政黨推薦,909,0.3343,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
240,20101101V1B3,339000,0,0,0,38000,16,16000,20963,13878,267802,67500,1000,121229,77000,0,0,377016,585372,新北市五股區五股里,1,李秀芬,F,1961,"","",,無黨籍及未經政黨推薦,961,0.4299,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
241,20101101V1B3,0,0,0,0,0,0,0,99987,11001,3133,0,15767,93778,0,0,28102,0,251768,新北市板橋區景星里,1,李麗卿,F,1958,"","",,無黨籍及未經政黨推薦,674,0.3295,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
242,20101101V1B3,45850,0,0,0,0,0,0,0,0,0,0,0,54355,0,0,0,45850,54355,新北市板橋區信義里,1,林富練,M,1957,"","",,無黨籍及未經政黨推薦,1283,0.5115,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
243,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新北市板橋區玉光里,1,林木順,M,1960,"","",,民主進步黨,1137,0.3623,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
244,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新北市新店區安昌里,2,林煌明,M,1955,"","",,中國國民黨,1570,0.64,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
245,20101101V1B3,0,15000,0,0,2400,0,0,15668,0,12502,0,3797,69284,0,0,0,17400,101251,新北市土城區裕生里,1,林秀佩,F,1973,"","",,無黨籍及未經政黨推薦,445,0.1387,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
246,20101101V1B3,29600,7000,0,0,0,0,0,7162,0,0,5292,3145,13103,0,0,0,36600,28702,新北市樹林區樹西里,2,林震洋,M,1979,"","",,無黨籍及未經政黨推薦,484,0.155,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
247,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新北市林口區南勢里,1,楊世定,M,1955,"","",,無黨籍及未經政黨推薦,2134,0.4731,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
