vote_id,election_id,r1,r2,r3,r4,r5,r6,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,income,cost,area,no,name,gender,birth_year,sec_name,sec_gender,sec_birth_year,party,vote_cnt,vote_rate,elect_ind,incumbent_ind,year,term,title,main_type,sub_type,leader_ind,position_level
642,20101101V1B3,90000,0,0,0,0,0,27200,54400,8000,0,0,400,0,0,0,0,90000,90000,臺中市東區東英里,1,林瑞義,M,1950,"","",,無黨籍及未經政黨推薦,1943,0.49,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
643,20101101V1B3,101780,0,0,0,5400,0,55000,58950,10393,21534,400,6675,13438,0,0,620,107180,167010,臺中市潭子區東寶里,3,林秀梅,F,1953,"","",,民主進步黨,2210,0.299,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
644,20101101V1B3,145200,0,0,0,0,0,93950,32413,0,0,0,0,26275,0,0,0,145200,152638,臺中市北區明新里,2,楊孟潔,F,1986,"","",,民主進步黨,992,0.5757,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
645,20101101V1B3,313600,120000,0,0,0,0,183100,220612,2119,77073,19400,0,28586,0,0,6000,433600,536890,臺中市西區吉龍里,1,沈哲正,M,1959,"","",,中國國民黨,1497,0.3729,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
646,20101101V1B3,49000,0,0,0,0,0,12000,16500,0,0,20500,0,20000,0,0,3400,49000,72400,臺中市北區錦平里,1,游金隆,M,1960,"","",,民主進步黨,819,0.6807,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
647,20101101V1B3,0,0,0,0,0,0,0,30320,0,30000,0,3272,17855,0,0,0,0,81447,臺中市大里區塗城里,2,王允鍾,M,1957,"","",,無黨籍及未經政黨推薦,212,0.0406,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
648,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺中市大里區塗城里,4,王斗星,M,1959,"","",,無黨籍及未經政黨推薦,800,0.1534,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
649,20101101V1B3,130000,0,0,0,0,0,0,63235,0,0,66500,0,2300,0,0,0,130000,132035,臺中市南屯區中和里,2,王明頌,M,1963,"","",,無黨籍及未經政黨推薦,1509,0.4798,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
650,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺中市南屯區新生里,1,盧坤炳,M,1953,"","",,無黨籍及未經政黨推薦,610,0.734,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
651,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺中市西屯區西平里,1,石義龍,M,1969,"","",,無黨籍及未經政黨推薦,1132,0.3592,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
652,20101101V1B3,162000,10000,0,0,0,2,73000,214922,7800,0,0,0,93466,0,0,12500,172002,401688,臺中市大里區立仁里,2,范植汴,M,1962,"","",,民主進步黨,1110,0.3809,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
653,20101101V1B3,115000,20800,0,0,0,0,0,83850,18000,0,21400,6733,8397,0,0,0,135800,138380,臺中市大里區瑞城里,2,蔡昭奮,M,1956,"","",,無黨籍及未經政黨推薦,3658,0.5305,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
654,20101101V1B3,116600,0,0,0,0,0,28000,29000,0,24500,6000,0,29100,0,0,0,116600,116600,臺中市太平區頭汴里,2,謝扶憲,M,1956,"","",,民主進步黨,192,0.1338,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
655,20101101V1B3,25000,0,0,0,0,0,88000,45850,3785,0,0,320,12311,0,0,0,25000,150266,臺中市大里區立德里,1,謝海珍,M,1954,"","",,民主進步黨,1659,0.4102,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
656,20101101V1B3,72000,0,0,0,0,0,0,6098,1467,0,56256,0,14384,0,0,0,72000,78205,臺中市南屯區大業里,1,賴樹杉,M,1959,"","",,中國國民黨,2819,0.8026,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
657,20101101V1B3,100000,0,0,0,0,0,8000,29000,0,0,30500,0,31700,0,0,2150,100000,101350,臺中市北區賴村里,1,賴金水,M,1943,"","",,中國國民黨,1381,0.5189,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
658,20101101V1B3,40000,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,40000,臺中市大里區塗城里,1,黃仁耀,M,1967,"","",,中國國民黨,2096,0.4019,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
659,20101101V1B3,53000,0,0,0,0,0,0,33856,0,0,0,0,41971,0,0,0,53000,75827,臺北市文山區興豐里,1,余鴻儒,M,1954,"","",,中國國民黨,1818,0.6994,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
660,20101101V1B3,22000,0,0,0,2000,0,0,36049,0,0,0,110,10817,0,0,0,24000,46976,臺北市中山區松江里,1,劉國治,M,1957,"","",,無黨籍及未經政黨推薦,273,0.0769,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
661,20101101V1B3,29500,18500,0,20000,0,0,0,27163,0,0,34320,1680,13090,0,0,0,68000,76253,臺北市南港區鴻福里,2,劉明康,M,1950,"","",,無黨籍及未經政黨推薦,1358,0.5111,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
662,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市文山區景華里,4,劉竹英,F,1955,"","",,無黨籍及未經政黨推薦,607,0.187,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
663,20101101V1B3,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,1000,1000,臺北市文山區明義里,2,劉純邑,F,1967,"","",,無黨籍及未經政黨推薦,454,0.202,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
664,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市信義區安康里,3,吳水上,M,1948,"","",,中國國民黨,2019,0.4047,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
665,20101101V1B3,238088,504000,0,0,0,0,115000,329094,0,0,31620,31031,236536,0,0,0,742088,743281,臺北市文山區政大里,1,吳軍湛,M,1960,"","",,中國國民黨,1017,0.3455,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
666,20101101V1B3,123600,0,0,0,1000,0,0,111500,0,0,7200,0,28212,0,0,0,124600,146912,臺北市內湖區西安里,1,孫悊,M,1951,"","",,中國國民黨,1902,0.5183,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
667,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市南港區重陽里,2,宋傑倫,M,1971,"","",,中國國民黨,508,0.2427,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
668,20101101V1B3,25000,20000,0,0,0,0,0,0,0,0,0,0,50200,0,0,0,45000,50200,臺北市內湖區安湖里,1,尤樹旺,M,1962,"","",,無黨籍及未經政黨推薦,2076,0.5165,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
669,20101101V1B3,100000,0,0,0,0,0,0,43938,0,0,38410,1403,31200,0,0,0,100000,114951,臺北市文山區萬美里,1,尤盛田,M,1952,"","",,中國國民黨,3189,1,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
670,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市內湖區港墘里,3,廖柏松,M,1973,"","",,無黨籍及未經政黨推薦,694,0.2098,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
671,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市信義區松光里,1,張文智,M,1957,"","",,無黨籍及未經政黨推薦,824,0.2751,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
672,20101101V1B3,10000,0,0,0,0,0,0,0,0,0,0,0,10297,0,0,0,10000,10297,臺北市士林區天玉里,2,張文連,F,1941,"","",,無黨籍及未經政黨推薦,1677,0.3854,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
673,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市信義區六藝里,2,張權民,M,1960,"","",,無黨籍及未經政黨推薦,1197,0.5505,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
674,20101101V1B3,28000,0,0,0,0,10,14000,0,0,0,19000,0,16930,0,0,4000,28010,53930,臺北市南港區西新里,1,張秉均,M,1963,"","",,無黨籍及未經政黨推薦,603,0.2166,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
675,20101101V1B3,14000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,14000,20000,臺北市文山區景仁里,1,張耿暉,M,1952,"","",,中國國民黨,1418,0.5511,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
676,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市萬華區新和里,2,張鴻杰,M,1958,"","",,中國國民黨,2423,0.5175,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
677,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市中山區江寧里,1,徐信洲,M,1962,"","",,無黨籍及未經政黨推薦,3394,1,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
678,20101101V1B3,10000,0,0,0,0,0,0,22407,0,0,0,0,0,0,0,0,10000,22407,臺北市信義區中坡里,2,曾傳達,M,1947,"","",,中國國民黨,1128,0.4163,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
679,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大同區老師里,2,李世澤,M,1965,"","",,民主進步黨,986,0.2923,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
680,20101101V1B3,59800,87800,0,0,0,0,0,36592,5000,30000,78673,910,6385,0,0,0,147600,157560,臺北市大同區斯文里,1,李宗成,M,1944,"","",,中國國民黨,1380,0.4394,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
681,20101101V1B3,10000,0,0,0,0,2,19200,12250,0,0,0,2397,22165,0,0,0,10002,56012,臺北市萬華區青山里,2,李昭成,M,1956,"","",,民主進步黨,2448,0.7597,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
682,20101101V1B3,281750,0,0,0,1440,0,0,242450,0,60000,0,0,17440,0,0,0,283190,319890,臺北市信義區國業里,1,李瑞清,M,1961,"","",,無黨籍及未經政黨推薦,1900,0.4627,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
683,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大同區星明里,1,李秀男,M,1941,"","",,民主進步黨,2332,1,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
684,20101101V1B3,185000,0,0,0,0,0,0,59760,0,0,95660,2628,30322,0,0,2700,185000,191070,臺北市萬華區柳鄉里,1,李茂雄,M,1940,"","",,中國國民黨,1340,0.4182,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
684,20101101V1B3,185000,0,0,0,0,0,0,59760,0,0,95660,2628,30322,0,0,2700,185000,191070,新北市蘆洲區九芎里,1,李茂雄,M,1943,"","",,民主進步黨,1223,0.4544,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
685,20101101V1B3,25000,0,0,0,0,0,0,36700,0,0,3200,0,3050,0,0,0,25000,42950,臺北市中山區永安里,1,李連生,M,1950,"","",,無黨籍及未經政黨推薦,2165,0.4527,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
686,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市萬華區騰雲里,2,李重華,M,1961,"","",,中國國民黨,1343,0.7162,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
687,20101101V1B3,39000,10000,0,0,0,0,0,25000,0,0,22690,0,3425,0,0,0,49000,51115,臺北市萬華區福星里,1,李黃玉根,F,1943,"","",,中國國民黨,1738,0.6011,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
688,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大同區雙連里,2,林定邦,M,1956,"","",,無黨籍及未經政黨推薦,202,0.0388,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
689,20101101V1B3,100000,0,0,0,30000,0,0,120928,0,0,9000,0,955,0,0,0,130000,130883,臺北市中山區中吉里,1,林德勝,M,1957,"","",,民主進步黨,1796,0.5913,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
690,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市松山區民福里,2,林振明,M,1947,"","",,中國國民黨,1595,0.4344,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
690,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,高雄市小港區店鎮里,2,林振明,M,1951,"","",,無黨籍及未經政黨推薦,1967,0.4832,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
691,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大安區古風里,2,林文龍,M,1947,"","",,中國國民黨,1134,0.4801,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
692,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市信義區景勤里,2,林春生,M,1954,"","",,中國國民黨,1250,0.5175,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
693,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市內湖區西湖里,3,林正雄,M,1956,"","",,無黨籍及未經政黨推薦,1833,0.4209,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
693,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺中市西屯區潮洋里,1,林正雄,M,1944,"","",,中國國民黨,1827,1,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
694,20101101V1B3,100000,0,0,0,0,16,0,24593,0,9000,34400,10087,60946,0,0,9372,100016,148398,臺北市中正區梅花里,3,林永豐,M,1953,"","",,中國國民黨,630,0.3618,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
695,20101101V1B3,60000,0,0,0,0,0,0,55000,0,0,0,0,10500,0,0,0,60000,65500,臺北市中山區正守里,2,林洳萱,F,1974,"","",,無黨籍及未經政黨推薦,922,0.5005,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
696,20101101V1B3,45500,0,0,0,6000,0,0,60645,0,0,31090,0,7030,0,0,2210,51500,100975,臺北市南港區鴻福里,1,林福生,M,1948,"","",,中國國民黨,1299,0.4888,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
698,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市萬華區仁德里,2,柯淳耀,M,1962,"","",,中國國民黨,528,0.2106,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
699,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市中山區行政里,3,柯萬昌,M,1949,"","",,民主進步黨,1568,0.4865,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
700,20101101V1B3,21200,0,0,0,6000,0,0,23888,0,0,14040,0,339,0,0,0,27200,38267,臺北市松山區自強里,1,沈宜宜,F,1956,"","",,無黨籍及未經政黨推薦,2603,0.4849,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
701,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大同區雙連里,3,洪振恒,M,1962,"","",,民主進步黨,3162,0.6078,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
703,20101101V1B3,57600,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,0,57600,57000,臺北市萬華區凌霄里,1,游秋蓮,F,1956,"","",,中國國民黨,1354,0.5786,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
704,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市內湖區碧山里,3,王伯安,M,1948,"","",,中國國民黨,2077,0.5503,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
705,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市信義區興隆里,2,王建民,M,1959,"","",,中國國民黨,354,0.2212,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
706,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市內湖區港華里,3,王然霈,M,1951,"","",,中國國民黨,864,0.1785,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
707,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市內湖區西康里,1,王興國,M,1962,"","",,中國國民黨,4461,1,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
708,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市中正區螢圃里,1,簡秀英,F,1963,"","",,無黨籍及未經政黨推薦,1327,0.4086,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
709,20101101V1B3,10000,0,0,10000,0,0,0,10000,0,0,10000,0,0,0,0,0,20000,20000,臺北市大安區新龍里,1,翁世杰,M,1957,"","",,中國國民黨,2919,1,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
710,20101101V1B3,5000,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,5000,16800,臺北市大安區民炤里,3,范秋慧,F,1962,"","",,無黨籍及未經政黨推薦,1195,0.2845,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
711,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大同區重慶里,3,莊俊王,M,1955,"","",,無黨籍及未經政黨推薦,1724,0.4635,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
712,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市中山區新福里,1,葉晃南,M,1952,"","",,中國國民黨,911,0.3212,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
713,20101101V1B3,80000,100000,0,0,0,2,40000,69180,0,81794,23295,0,7286,0,0,0,180002,221555,臺北市士林區後港里,1,蔡承享,M,1960,"","",,無黨籍及未經政黨推薦,1551,0.3351,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
714,20101101V1B3,67000,0,0,0,0,0,0,0,0,0,0,0,97870,0,0,0,67000,97870,臺北市中正區光復里,2,蔡文輝,M,1948,"","",,中國國民黨,348,0.182,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
715,20101101V1B3,42000,10000,0,6000,0,0,0,15705,0,0,53659,0,5420,0,0,0,58000,74784,臺北市松山區龍田里,1,袁俊麒,M,1952,"","",,中國國民黨,4807,1,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
716,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大同區大有里,2,許富田,M,1941,"","",,民主進步黨,1899,0.6555,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
717,20101101V1B3,40000,16000,0,0,0,0,0,47000,0,0,10000,0,12250,0,0,0,56000,69250,臺北市萬華區仁德里,1,許淑惠,F,1969,"","",,民主進步黨,1689,0.6737,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
718,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市文山區明義里,3,謝坤村,M,1980,"","",,無黨籍及未經政黨推薦,139,0.0618,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
719,20101101V1B3,50000,115000,0,0,0,0,0,86773,0,19592,39600,1702,26660,0,0,2000,165000,176327,臺北市南港區九如里,1,謝建志,M,1955,"","",,無黨籍及未經政黨推薦,1641,0.4554,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
720,20101101V1B3,16000,0,0,0,0,0,0,0,0,0,0,0,20500,0,0,0,16000,20500,臺北市信義區中坡里,1,謝美右,F,1964,"","",,無黨籍及未經政黨推薦,1101,0.4064,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
721,20101101V1B3,38000,60000,0,0,0,2,65000,41652,0,120000,5700,0,23577,0,0,0,98002,255929,臺北市大安區光武里,3,謝鴻銘,M,1947,"","",,無黨籍及未經政黨推薦,1055,0.2616,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
722,20101101V1B3,40850,14500,0,0,9350,0,45000,51308,0,0,23500,0,15755,0,0,0,64700,135563,臺北市北投區奇岩里,1,譚勝國,M,1951,"","",,中國國民黨,2013,0.3675,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
723,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市士林區蘭興里,3,賴清榮,M,1950,"","",,民主進步黨,939,0.2569,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
723,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,高雄市苓雅區五權里,2,賴清榮,M,1954,"","",,無黨籍及未經政黨推薦,790,0.5724,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
724,20101101V1B3,1000,0,0,0,0,0,0,3129,0,0,0,0,0,0,0,0,1000,3129,臺北市中正區頂東里,1,車正國,M,1953,"","",,無黨籍及未經政黨推薦,1193,0.3622,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
725,20101101V1B3,52000,36000,0,0,0,0,0,8530,0,0,70539,0,21102,0,0,0,88000,100171,臺北市萬華區新忠里,1,邱文龍,M,1956,"","",,中國國民黨,1670,1,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
726,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市南港區西新里,2,邱碧珠,F,1960,"","",,民主進步黨,1138,0.4089,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
727,20101101V1B3,22200,2000,0,0,11000,0,0,31400,0,0,0,0,15690,0,0,0,35200,47090,臺北市萬華區新和里,1,郭傑人,M,1953,"","",,無黨籍及未經政黨推薦,1193,0.2548,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
728,20101101V1B3,83800,0,0,0,0,0,31600,62305,0,0,36810,1444,61921,0,0,1500,83800,195580,臺北市萬華區新安里,2,郭正中,M,1960,"","",,中國國民黨,2338,0.6435,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
729,20101101V1B3,57000,0,0,0,0,0,0,67730,0,20000,43500,0,19200,0,0,0,57000,150430,臺北市士林區葫東里,2,郭淑玲,F,1964,"","",,無黨籍及未經政黨推薦,1373,0.6143,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
730,20101101V1B3,103888,0,0,0,0,0,0,54800,0,50000,0,0,0,0,0,0,103888,104800,臺北市文山區明興里,2,鄢健民,M,1960,"","",,無黨籍及未經政黨推薦,2240,0.5853,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
731,20101101V1B3,74800,0,0,0,0,1,0,75144,0,0,87450,0,28995,0,0,0,74801,191589,臺北市北投區文化里,4,鄢志明,M,1957,"","",,無黨籍及未經政黨推薦,648,0.2565,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
732,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市北投區吉利里,2,鄧國雄,M,1942,"","",,中國國民黨,1672,0.4423,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
733,20101101V1B3,12000,0,0,0,4600,0,0,15433,0,0,0,0,8791,0,0,0,16600,24224,臺北市內湖區金瑞里,3,鄧武漢,M,1953,"","",,民主進步黨,668,0.175,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
734,20101101V1B3,230000,0,0,0,0,0,0,159200,0,56000,0,4750,49805,0,0,17542,230000,287297,臺北市內湖區康寧里,2,鄭秀鳳,F,1965,"","",,無黨籍及未經政黨推薦,2325,0.5183,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
735,20101101V1B3,108200,0,0,0,0,0,0,40436,0,61920,37773,900,31689,0,0,0,108200,172718,臺北市萬華區日祥里,2,鍾駿,M,1951,"","",,中國國民黨,1893,0.5625,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
736,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市松山區精忠里,3,闕壯幸,M,1961,"","",,無黨籍及未經政黨推薦,996,0.4252,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
737,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市南港區三重里,1,闕山柳,M,1950,"","",,無黨籍及未經政黨推薦,597,0.2691,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
738,20101101V1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市大安區黎元里,2,陳和德,M,1960,"","",,無黨籍及未經政黨推薦,539,0.1607,f,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
739,20101101V1B3,42600,0,0,0,0,0,0,0,0,0,0,0,280122,0,0,0,42600,280122,臺北市北投區秀山里,1,陳壽彭,M,1953,"","",,中國國民黨,1302,0.6341,t,f,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
740,20101101V1B3,135300,0,0,0,0,0,0,121770,0,0,55095,0,33233,0,0,0,135300,210098,臺北市士林區社園里,1,陳定雄,M,1945,"","",,中國國民黨,2091,0.4724,f,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
741,20101101V1B3,33000,3600,0,0,0,0,0,32750,0,0,0,0,0,0,0,15000,36600,47750,臺北市中山區中庄里,1,陳建中,M,1973,"","",,民主進步黨,1690,0.5833,t,t,1996,99,2010-99年直轄市里長選舉,直轄市里長,選舉,1,9
