選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
第17屆臺東縣議員,李建智,0,0,50000,0,0,0,0,70500,0,0,0,0,0,0,0,0
第17屆臺東縣議員,李振源,90000,260000,0,0,0,6,90000,205240,75489,105000,34165,40520,163764,0,0,0
第17屆臺東縣議員,李榮福,0,0,30000,0,0,0,0,0,0,8000,17600,0,22050,0,0,0
第17屆臺東縣議員,李錦慧,1428000,375000,50000,0,0,0,654112,858028,193800,312900,0,43021,741326,20000,0,0
第17屆臺東縣議員,林參天,138000,176000,0,0,0,0,0,226302,0,10500,62400,0,24128,0,0,0
第17屆臺東縣議員,林富雄,100000,0,30000,0,0,0,0,2000,129450,0,0,0,0,0,0,0
第17屆臺東縣議員,林惠就,532000,0,30000,0,0,0,36500,438576,13590,3500,5210,55503,66602,0,0,0
第17屆臺東縣議員,林東滿,0,0,30000,0,0,0,0,0,0,0,0,0,30000,0,0,0
第17屆臺東縣議員,林琮翰,0,0,30000,0,0,0,0,198000,0,0,47000,0,0,0,0,0
第17屆臺東縣議員,江堅壽,428980,167000,50000,0,17200,0,134000,75100,92983,82300,87200,67511,370212,0,0,0
第17屆臺東縣議員,洪玫璉,82000,0,50000,0,0,0,20000,165466,60000,0,90550,26318,19101,0,0,0
第17屆臺東縣議員,王清堅,91000,200000,50000,0,0,0,229240,121200,8260,31620,3000,0,14990,0,0,0
第17屆臺東縣議員,王飛龍,135000,116000,0,0,0,0,0,305200,30000,0,191400,62637,5879,0,0,0
第17屆臺東縣議員,田石雄,410000,10000,50000,0,0,5,480000,295527,0,40000,15790,105607,413722,0,0,0
第17屆臺東縣議員,胡秋金,46000,0,30000,0,0,0,20000,29704,40000,0,11300,0,0,0,0,0
第17屆臺東縣議員,葉榮福,0,0,30000,0,0,0,0,111300,0,0,0,0,0,0,0,0
第17屆臺東縣議員,蔡玉玲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆臺東縣議員,蔡義勇,66000,0,50000,0,0,0,0,88000,4300,0,20965,1210,6740,0,0,0
第17屆臺東縣議員,鄭安定,262000,0,30000,0,0,0,116000,292473,30000,0,59673,53554,530009,0,0,18400
第17屆臺東縣議員,陳勝美,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆臺東縣議員,陳宏宗,0,0,30000,0,0,0,0,563778,58629,0,17400,0,108148,0,0,23000
第17屆臺東縣議員,陳藍姆洛,100000,0,200000,0,0,6,31500,72900,20950,19049,43950,8607,103245,0,0,0
第17屆臺東縣議員,陳顯興,1516000,250000,30000,0,0,7,735400,656000,40230,90000,134800,0,328954,0,0,0
第17屆臺東縣議員,饒慶鈴,313000,220000,50000,0,0,0,0,586197,69800,0,25500,4000,31099,0,0,0
第17屆臺東縣議員,黃秋,475000,100000,0,0,0,6,240000,118252,9792,35020,48000,13180,151749,0,0,0
第17屆花蓮縣議員,余夏夫,90000,0,50000,0,0,0,0,84800,0,0,55200,0,0,0,0,0
第17屆花蓮縣議員,劉曉玫,1906800,363500,10000,10000,1000,0,446000,1091247,195070,241201,131455,840,483996,0,0,10752
第17屆花蓮縣議員,吳建志,130000,50000,0,0,0,0,0,109550,3075,0,38173,53395,24770,0,0,0
第17屆花蓮縣議員,吳德聖,35000,12000,30000,0,8000,0,0,106630,0,0,5600,13100,0,0,0,0
第17屆花蓮縣議員,呂必賢,38000,0,50000,0,0,0,15000,66000,0,0,6980,0,20,0,0,0
第17屆花蓮縣議員,孫永昌,24800,0,50000,0,0,0,22000,180000,56000,188900,10800,0,3795,0,0,99500
第17屆花蓮縣議員,張正治,15000,200000,30000,0,0,3,0,493831,494221,26250,0,24810,19899,0,0,0
第17屆花蓮縣議員,張金生,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆花蓮縣議員,徐雪玉,75800,80000,50000,20000,0,0,70000,65000,15418,0,0,2733,91433,0,0,0
第17屆花蓮縣議員,施慧萍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆花蓮縣議員,施金樹,317000,259000,0,0,3000,14,149376,313792,60756,30700,54790,60,177611,0,0,23060
第17屆花蓮縣議員,李秋旺,566400,1271200,50000,0,0,9,0,1156508,0,0,245000,32297,756569,38800,0,0
第17屆花蓮縣議員,林勝智,21000,0,30000,0,0,0,344310,213750,125286,52669,131049,30233,109689,0,0,24337
第17屆花蓮縣議員,林春生,173300,79000,50000,20000,1100,0,0,489726,24000,0,0,50000,78370,0,0,0
第17屆花蓮縣議員,林素美,0,100000,0,0,0,0,0,56800,0,0,0,0,46500,0,0,0
第17屆花蓮縣議員,林連明,7000,50000,30000,0,0,0,52000,60931,0,0,0,1800,27919,0,0,0
第17屆花蓮縣議員,楊德金,50000,50000,30000,0,0,0,0,152796,0,0,0,0,20,0,0,0
第17屆花蓮縣議員,楊文值,1025160,3858600,50000,23600,80,0,0,3116934,36190,821845,939878,0,37830,0,0,8170
第17屆花蓮縣議員,潘富民,550000,140000,50000,0,0,4,0,691604,0,0,0,0,62235,0,0,0
第17屆花蓮縣議員,王燕美,2175600,365000,0,0,7020,0,790063,1292711,67700,21890,94855,110428,220284,0,0,18780
第17屆花蓮縣議員,笛布斯‧顗賚,140000,30000,50000,0,10000,0,61900,280237,91088,0,83160,0,11055,0,0,11500
第17屆花蓮縣議員,簡妙芬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆花蓮縣議員,莊枝財,555500,258000,0,0,0,0,212780,203200,208633,10980,121548,0,205630,0,0,0
第17屆花蓮縣議員,蔡啟塔,806300,915000,50000,20000,0,0,101000,870148,308089,34600,456685,0,221829,20000,0,0
第17屆花蓮縣議員,蕭文龍,0,30000,50000,0,0,0,360000,548050,0,0,0,0,5000,0,0,0
第17屆花蓮縣議員,賴進坤,0,260000,30000,0,0,0,154802,290721,60000,0,31690,18412,288134,0,0,0
第17屆花蓮縣議員,趙世源,157600,545000,50000,16000,0,0,459110,639945,108600,0,4000,84851,151588,0,0,0
第17屆花蓮縣議員,邱永双,0,0,50000,0,0,0,0,50000,0,0,0,0,0,0,0,0
第17屆花蓮縣議員,邱美雲,116000,45600,50000,0,0,0,0,118090,21000,3830,75250,10495,39606,0,0,0
第17屆花蓮縣議員,陳瓊玉,354471,100000,50000,0,0,13,0,468065,42000,55946,210630,8135,48136,0,0,0
第17屆花蓮縣議員,陳英妹,182200,0,50000,0,23100,0,0,257000,18722,0,36133,0,5795,0,0,0
第17屆花蓮縣議員,魏嘉賢,130500,264300,50000,0,0,0,0,451220,4938,0,3000,0,71287,0,3000,0
第17屆花蓮縣議員,黃振富,104200,237800,0,0,0,0,229200,413070,150000,0,51200,0,7977,0,0,0
第17屆花蓮縣議員,黃聖庭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆花蓮縣議員,黃輝寶,0,870000,50000,0,0,0,165000,379000,103000,40000,277400,0,36664,0,0,0
第17屆花蓮縣議員,龔文俊,570300,0,50000,0,56700,0,32800,753201,126150,41000,83400,22231,139650,0,0,0
第17屆苗栗縣議員,傅學煥,532000,100000,50000,0,0,0,0,489250,0,0,0,0,192750,0,0,0
第17屆苗栗縣議員,劉寶鈴,718000,174600,0,0,0,0,210000,617129,0,0,25380,0,44840,0,0,0
第17屆苗栗縣議員,劉秋東,96000,140000,50000,0,0,0,0,261671,0,0,44630,0,37480,0,0,0
第17屆苗栗縣議員,呂木鈿,285800,66000,50000,3000,10000,2,522880,701461,36730,102873,262974,49319,147858,0,0,0
第17屆苗栗縣議員,孫素娥,233220,0,50000,0,16200,0,0,289415,276374,0,122640,50584,102993,0,0,63730
第17屆苗栗縣議員,巫恒昭,219200,150000,0,0,0,0,0,129578,72193,0,23122,7309,245435,0,0,0
第17屆苗栗縣議員,張太陽,526240,200000,0,100000,0,0,0,326945,0,0,100240,81465,607716,0,0,0
第17屆苗栗縣議員,張家靜,40000,100000,0,0,0,0,429900,541494,0,0,236070,88016,186594,0,0,0
第17屆苗栗縣議員,徐欽鴻,437200,218600,0,0,0,24,179000,441046,287020,12000,245380,0,401034,0,0,0
第17屆苗栗縣議員,徐集明,176000,0,50000,0,0,0,0,347778,0,0,0,0,0,0,0,0
第17屆苗栗縣議員,朱仁貴,84000,10000,30000,0,0,0,0,98616,12000,0,0,0,73193,0,0,0
第17屆苗栗縣議員,李文斌,163000,270000,50000,0,0,0,0,421400,0,0,0,0,80000,0,0,0
第17屆苗栗縣議員,李清枝,339000,69000,50000,5000,0,0,328650,358100,0,0,0,0,2485,0,0,0
第17屆苗栗縣議員,李聰祥,210000,0,0,0,0,0,66600,184931,0,0,0,0,52318,0,0,0
第17屆苗栗縣議員,李貴富,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆苗栗縣議員,林寶珠,110000,400000,50000,0,0,12,340400,463578,267500,0,78770,0,101020,0,0,0
第17屆苗栗縣議員,林樹文,53000,217500,30000,0,0,4,159128,303166,150460,9423,127524,5046,16007,0,0,4720
第17屆苗栗縣議員,林清錦,60000,100000,0,0,0,0,0,453816,3500,30000,0,12899,102322,0,0,0
第17屆苗栗縣議員,楊恭林,50000,50000,0,0,0,0,0,342957,0,0,0,28515,63020,0,0,0
第17屆苗栗縣議員,楊慶汶,637600,93000,0,0,0,18,608750,283877,0,50000,322829,75323,126819,0,0,20700
第17屆苗栗縣議員,楊燕梅,10000,0,30000,0,0,1,0,372854,0,0,110769,8311,50923,0,0,0
第17屆苗栗縣議員,洪水桔,40000,600000,30000,0,0,0,229600,108827,9400,40000,86200,51450,267087,0,0,10135
第17屆苗栗縣議員,涂春榮,66000,0,50000,0,0,0,0,116000,0,0,0,0,0,0,0,0
第17屆苗栗縣議員,游忠鈿,825000,344000,50000,0,0,0,0,527921,67000,40000,254800,27737,328289,0,0,0
第17屆苗栗縣議員,湯維岳,553000,47000,0,0,0,0,80000,369344,101107,0,0,0,120416,0,0,0
第17屆苗栗縣議員,湯范秀妃,0,100000,0,0,0,0,0,94875,0,0,7500,0,0,0,0,0
第17屆苗栗縣議員,潘秋榮,193400,0,0,0,0,0,1334050,42253,0,0,0,0,469237,0,0,0
第17屆苗栗縣議員,王培珠,1545300,193000,30000,122000,90800,0,104615,1185902,85035,78000,1000,0,405297,152000,0,0
第17屆苗栗縣議員,王士毅,0,30000,50000,0,0,9,0,260100,0,0,0,2000,23954,0,0,0
第17屆苗栗縣議員,禹耀東,428666,449000,30000,21000,0,0,382940,179270,20780,0,177948,7881,106553,0,0,0
第17屆苗栗縣議員,葉益男,364000,395000,0,0,34000,0,125150,508800,148150,17000,30850,12915,11417,0,0,0
第17屆苗栗縣議員,蔡平偉,707884,430000,0,0,0,0,129000,685000,270330,0,190440,58952,398824,0,0,0
第17屆苗栗縣議員,詹運喜,225900,203000,0,20000,0,0,0,580222,209500,13000,10500,45973,76449,0,0,0
第17屆苗栗縣議員,謝文禓,417200,163000,30000,0,0,0,0,596262,0,0,0,0,100725,0,0,0
第17屆苗栗縣議員,謝端容,198000,620000,0,0,0,0,0,941766,0,12730,148100,6677,29306,0,0,0
第17屆苗栗縣議員,賴源順,641420,112300,0,0,27500,0,344160,483596,67095,27429,406526,20934,284218,0,0,0
第17屆苗栗縣議員,邱秋琴,0,0,0,0,0,0,0,191930,0,87500,52760,2440,0,0,0,0
第17屆苗栗縣議員,邱紹俊,844000,163000,0,0,30000,0,556500,294232,167787,0,73860,0,460863,0,0,0
第17屆苗栗縣議員,鄭碧玉,122000,67500,30000,0,0,0,203400,95100,54727,0,109189,10920,9840,0,0,0
第17屆苗栗縣議員,鄭秋風,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆苗栗縣議員,陳明朝,695000,611000,50000,0,0,10,207600,459491,0,0,207990,34442,478832,0,0,0
第17屆苗栗縣議員,陳春暖,179000,0,0,0,7030,1,116000,237481,35715,0,61993,0,115038,0,0,10700
第17屆苗栗縣議員,陳月娥,0,0,0,0,0,0,50000,120069,67500,0,21000,23063,13968,0,0,0
第17屆苗栗縣議員,陳永賢,517600,390000,50000,100000,0,67,275600,734191,280000,0,86400,53827,107561,0,0,0
第17屆苗栗縣議員,陳秀龍,755900,402600,0,0,0,0,393000,466359,44000,120000,117500,38499,42304,0,0,16800
第17屆苗栗縣議員,韓茂賢,1030000,0,50000,0,4500,0,263800,354375,0,0,525160,14591,210641,0,0,0
第17屆苗栗縣議員,風勝華,13000,50000,30000,0,0,0,0,16250,0,0,0,16628,307987,0,0,0
第17屆苗栗縣議員,風英雄,21200,0,30000,0,0,0,0,85030,0,0,87620,37356,68103,0,0,0
第17屆苗栗縣議員,饒鴻奇,674876,163600,0,0,0,0,145450,541923,227694,21150,67000,0,179085,0,0,0
第17屆苗栗縣議員,黃月娥,102000,0,30000,0,0,0,0,115545,0,0,24500,0,0,0,0,0
第17屆苗栗縣議員,黎旭欽,0,0,50000,0,0,0,0,337018,164800,0,0,0,199478,0,0,0
第17屆雲林縣議員,丁麗秋,17000,0,0,0,0,0,0,40000,0,0,41900,5830,7999,0,0,0
第17屆雲林縣議員,周秀月,213100,156000,50000,0,0,0,306250,1790991,155700,0,3000,260247,155227,0,0,0
第17屆雲林縣議員,廖偉博,1436800,24600,50000,0,0,0,38000,1489679,0,0,779770,47292,531993,0,0,0
第17屆雲林縣議員,廖文瑞,0,0,0,0,0,0,0,164100,0,0,0,0,49789,0,0,0
第17屆雲林縣議員,廖清祥,313000,90000,0,0,0,0,0,590200,0,0,0,0,16300,0,0,0
第17屆雲林縣議員,廖秋萍,6000,0,0,0,0,0,0,110018,8434,0,20000,0,29180,0,0,4200
第17屆雲林縣議員,張振成,10000,0,0,0,0,0,7000,4673,0,0,0,0,0,0,0,0
第17屆雲林縣議員,張素蘭,500000,0,50000,0,0,0,292000,459500,180000,0,255300,0,46215,0,0,33000
第17屆雲林縣議員,張維崢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆雲林縣議員,李健福,111000,0,0,0,0,0,0,145000,178000,0,0,0,0,0,0,0
第17屆雲林縣議員,李建昇,887000,1156000,0,0,0,0,674605,974509,133380,105500,137290,14316,113495,0,0,46800
第17屆雲林縣議員,李明哲,659400,10000,50000,0,0,0,0,1985340,300000,0,142950,0,27395,0,0,52000
第17屆雲林縣議員,林哲凌,290000,340000,0,0,0,0,0,631229,0,0,0,10930,30619,0,0,0
第17屆雲林縣議員,林朝寶,443000,10000,0,100000,0,0,240000,57755,69159,0,67500,19598,127544,0,0,2200
第17屆雲林縣議員,林琨富,500000,0,0,0,0,24,0,515000,0,0,0,0,0,0,0,0
第17屆雲林縣議員,江文登,123000,248500,0,0,0,0,0,310550,257400,0,24630,69026,20495,0,0,0
第17屆雲林縣議員,沈宗隆,100000,50000,50000,0,0,0,50000,398804,189793,115900,70504,0,12249,0,0,0
第17屆雲林縣議員,沈銘恭,470200,493620,0,0,0,0,251650,437550,138000,10392,17030,88663,114757,0,0,0
第17屆雲林縣議員,王又民,20000,0,50000,0,0,0,0,80900,0,0,0,0,0,0,0,0
第17屆雲林縣議員,王士壬,350000,0,0,0,0,0,0,236300,0,60000,4000,62542,70330,0,0,11650
第17屆雲林縣議員,王秋足,18000,191100,50000,0,2000,4,0,511550,304822,0,162020,0,21215,0,0,0
第17屆雲林縣議員,簡慈坊,10000,0,0,0,2000,0,216000,252480,0,1640,46150,38243,108604,0,0,0
第17屆雲林縣議員,蔡岳儒,846200,63000,0,0,19000,0,319800,703636,74798,0,238340,53229,261462,0,0,0
第17屆雲林縣議員,蔡東富,30000,20000,0,0,0,0,0,544115,280800,0,0,0,98051,0,0,0
第17屆雲林縣議員,蔡秋敏,6000,0,0,0,0,0,305200,564756,0,0,0,406940,0,0,0,0
第17屆雲林縣議員,蘇金煌,180000,960000,50000,50000,0,0,130820,675551,387725,129684,16500,23265,255767,0,0,0
第17屆雲林縣議員,許維修,3000,0,0,0,0,0,3600,0,0,0,0,0,20,0,0,0
第17屆雲林縣議員,謝翠蓮,280000,0,50000,0,0,0,20000,394421,169850,15300,60851,1690,164612,0,0,0
第17屆雲林縣議員,賴淑娞,1097000,1270000,50000,0,0,0,1075465,1501998,277530,0,47600,83907,282266,150000,0,9187
第17屆雲林縣議員,鄭東來,1262600,252000,0,0,0,0,400000,798665,90000,15600,55930,67603,142712,0,0,0
第17屆雲林縣議員,鐘俊興,459650,14620,50000,0,0,3,0,176310,120000,9380,15370,34593,396958,0,0,96770
第17屆雲林縣議員,陳俊龍,150000,454600,0,0,0,0,69700,807502,56000,0,24600,13280,95329,0,0,0
第17屆雲林縣議員,陳敏華,0,400000,50000,0,0,0,30000,136850,285000,27150,28000,0,6405,0,0,0
第17屆雲林縣議員,陳樹吉,394100,20000,0,0,0,0,0,235658,0,0,0,0,179300,0,0,0
第17屆雲林縣議員,陳河山,450000,110000,50000,0,0,9,0,303436,38350,21000,52072,5662,156702,0,0,60000
第17屆雲林縣議員,陳瑞雄,310000,400000,50000,0,0,39,213360,476906,49600,0,15760,0,26516,0,0,0
第17屆雲林縣議員,黃凱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第17屆雲林縣議員,黃淑芬,620030,1300000,0,0,0,0,45965,768889,479273,0,31820,0,173142,500030,0,0
第17屆雲林縣議員,黃淑鈴,420000,200000,0,0,0,0,155760,338240,278100,50000,9900,21407,70826,0,0,0
第17屆雲林縣議員,黃耀煌,211200,35920,0,0,2000,0,128000,200719,27200,0,0,31948,52172,0,0,0
第18屆南投縣中寮鄉長,廖宜賢,291350,0,0,0,4000,0,0,248550,53787,10000,90860,9800,77055,0,0,0
第18屆南投縣中寮鄉長,陳月英,285300,12000,0,0,11000,0,0,761188,140300,0,118598,22520,232295,0,0,0
第18屆南投縣仁愛鄉長,張子孝,77460,39120,0,0,0,2,0,194000,40000,106200,128920,45690,45142,0,0,0
第18屆南投縣仁愛鄉長,陳國雄,227000,0,0,0,0,0,0,325906,485000,42000,206419,132359,663024,0,0,0
第18屆南投縣南投市長,許淑華,331200,374000,0,0,7000,0,0,784635,0,138548,18300,5742,5945,0,0,0
第18屆南投縣國姓鄉長,林福峯,568000,77900,0,0,12100,0,0,462753,60000,45000,36483,30297,326282,0,0,0
第18屆南投縣國姓鄉長,莫健明,167000,216000,0,0,0,0,0,326623,30000,20000,44171,17567,70838,0,0,0
第18屆南投縣埔里鎮長,田明昌,70000,217600,0,0,9300,0,0,269281,154050,105425,23400,0,120000,0,0,0
第18屆南投縣埔里鎮長,馬文君,136399,138000,0,0,18000,0,0,0,0,0,18500,62686,320303,0,0,0
第18屆南投縣村里長,何錦秀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆南投縣村里長,吳珍花,29585,0,0,0,0,0,0,13900,0,0,13685,4560,5160,0,0,0
第18屆南投縣村里長,廖林淵,19200,0,0,0,0,0,0,52000,0,0,0,0,1182,0,0,0
第18屆南投縣村里長,張武周,100000,0,0,0,0,0,0,44100,20000,20000,57720,55375,10033,0,0,0
第18屆南投縣村里長,曾佑莉,0,0,20000,0,0,0,0,16200,0,0,0,1566,5790,0,0,0
第18屆南投縣村里長,李佰陸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆南投縣村里長,莊士德,167000,0,0,0,0,0,0,178978,0,0,0,500,50695,0,0,0
第18屆南投縣村里長,蔡益麟,100000,0,0,0,0,0,0,47351,520,1350,55602,8013,5096,0,0,0
第18屆南投縣村里長,蕭國寬,3000,7230,0,0,0,0,0,33000,0,0,0,0,3230,0,0,0
第18屆南投縣村里長,陳家財,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆南投縣村里長,黃金生,0,0,10000,0,0,0,0,12000,0,0,0,0,0,0,0,0
第18屆南投縣竹山鎮長,張明雄,610400,90000,0,0,0,0,0,626100,0,0,14690,0,106663,0,0,0
第18屆南投縣竹山鎮長,林鴻祺,334500,0,0,0,0,0,0,474870,0,0,0,0,288250,0,0,0
第18屆南投縣草屯鎮長,周信利,408000,268000,0,0,0,15,0,560030,0,0,3000,28741,270772,0,0,0
第18屆南投縣草屯鎮長,簡景賢,735400,327600,0,20000,0,0,0,1054250,131100,0,34000,21115,1805442,0,0,0
第18屆南投縣鄉鎮市民代表,何進財,146300,1500,0,0,0,0,0,146400,60000,0,0,12785,76560,0,0,0
第18屆南投縣鄉鎮市民代表,劉昌餘,0,0,0,0,0,0,0,70000,0,0,15280,0,16710,0,0,0
第18屆南投縣鄉鎮市民代表,張坤土,20000,0,0,0,0,4,0,9300,0,0,0,14925,33675,0,0,0
第18屆南投縣鄉鎮市民代表,張秀枝,0,100000,0,0,0,0,0,96000,2100,0,12700,0,21114,0,0,0
第18屆南投縣鄉鎮市民代表,李秀平,35000,0,0,3000,0,0,0,38000,0,0,0,0,0,0,0,0
第18屆南投縣鄉鎮市民代表,林昆熠,69200,33200,0,0,5000,0,0,33320,0,0,0,9838,75291,0,0,0
第18屆南投縣鄉鎮市民代表,林芳德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆南投縣鄉鎮市民代表,潘明吉,150200,2300,0,0,0,0,0,80600,0,0,56010,3170,113744,0,0,0
第18屆南投縣鄉鎮市民代表,石杏國,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆南投縣鄉鎮市民代表,莊清南,103000,0,0,0,0,5,0,65220,24900,0,8000,7361,19295,0,0,0
第18屆南投縣鄉鎮市民代表,蔡孟娥,338000,32000,0,0,0,8,0,161700,70000,0,0,0,129395,0,0,0
第18屆南投縣鄉鎮市民代表,陳昭煜,148000,0,0,0,10000,0,0,36000,0,0,0,1500,121600,0,0,0
第18屆南投縣鄉鎮市民代表,陳章祺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆南投縣鄉鎮市民代表,黃美琴,8200,0,0,0,7000,0,0,26460,0,0,0,6810,16325,0,0,0
第18屆南投縣集集鎮長,蔡元周,21910,0,0,0,7500,0,0,125274,0,0,39495,0,31549,0,0,0
第18屆南投縣魚池鄉長,廖學輝,36000,100000,0,0,0,0,0,280960,0,0,25000,0,91970,0,0,0
第18屆南投縣魚池鄉長,王坤連,1556800,393000,0,0,81000,0,0,1746361,141000,0,20000,0,163094,0,0,0
第18屆南投縣鹿谷鄉長,林光演,65000,600000,50000,0,600,0,0,875754,30000,0,128500,80613,112556,0,0,0
第18屆台南市北區文元里長補選,鄭純娟,5800,0,0,0,0,0,0,14400,0,0,800,0,0,0,0,0
第18屆嘉義縣村里長,蔡燕燕,20500,0,0,0,0,1,0,0,0,0,0,2315,19893,0,0,0
第18屆嘉義縣村里長,陳武秋,20000,0,0,0,1000,0,0,2860,0,0,17500,0,18800,0,0,0
第18屆嘉義縣鄉鎮市民代表,何聰祺,120000,50000,0,0,0,0,0,65576,0,66300,0,11124,110299,0,0,0
第18屆嘉義縣鄉鎮市民代表,何韻定,0,0,0,0,0,0,0,39718,0,0,134325,41236,274383,0,0,0
第18屆嘉義縣鄉鎮市民代表,徐清水,5000,15000,0,0,0,0,0,35000,0,0,0,0,20000,0,0,0
第18屆嘉義縣鄉鎮市民代表,盧賓,478600,40020,0,0,0,0,0,402050,94000,0,0,0,323360,0,0,0
第18屆嘉義縣鄉鎮市民代表,莊林雪蓮,520000,30000,0,0,0,0,0,670813,114000,0,36602,13650,936561,0,0,0
第18屆嘉義縣鄉鎮市民代表,蕭震穎,602000,0,0,0,0,31,0,90000,24000,0,0,18071,473380,0,0,0
第18屆嘉義縣鄉鎮市民代表,黃登燦,30000,0,0,0,0,0,0,56800,0,0,0,0,0,0,0,0
第18屆基隆市里長,俞秀真,60000,10000,0,0,6000,0,0,71102,0,0,0,0,10990,0,0,0
第18屆基隆市里長,凃楊鈺,36400,0,0,0,0,0,0,36579,0,0,0,0,5900,0,0,0
第18屆基隆市里長,呂真福,115000,0,0,0,0,0,0,73380,0,0,0,0,167958,0,0,0
第18屆基隆市里長,周嘉莉,43600,0,0,0,0,0,0,40717,0,0,12000,9430,36848,0,0,0
第18屆基隆市里長,周麗美,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆基隆市里長,施松雄,0,0,0,0,0,0,0,24830,0,0,0,2280,29721,0,0,0
第18屆基隆市里長,李月琴,800,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0
第18屆基隆市里長,林秋雄,28000,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0
第18屆基隆市里長,林金龍,60600,0,0,0,0,1,0,95226,0,0,0,0,0,0,0,0
第18屆基隆市里長,潘德發,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆基隆市里長,簡榮鋒,67320,0,0,0,0,0,0,0,0,0,0,0,67320,0,0,0
第18屆基隆市里長,蔡信雄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆基隆市里長,許下文,61200,12000,0,0,7000,0,0,69300,0,0,0,0,10900,0,0,0
第18屆基隆市里長,賴興泉,3310,0,0,0,0,0,0,21850,0,0,5784,0,97,0,0,0
第18屆基隆市里長,陳振達,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆基隆市里長,陳素美,4800,0,0,0,0,0,0,3000,0,0,0,0,1800,0,0,0
第18屆基隆市里長,陳軍佐,20000,15000,0,0,0,0,0,45600,0,0,0,0,16101,0,0,0
第18屆宜蘭縣村_里_長,林錫鑑,0,0,0,0,0,0,0,20000,0,0,0,0,30370,0,0,0
第18屆宜蘭縣村里長,吳信義,0,0,0,0,0,0,0,7500,0,0,0,0,32800,0,0,0
第18屆宜蘭縣村里長,吳柏祺,150000,0,0,0,0,0,0,19867,0,0,87036,8159,13759,0,0,0
第18屆宜蘭縣村里長,呂旺金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第18屆宜蘭縣村里長,張凱富,26000,0,0,0,0,0,0,8000,0,0,0,0,20400,0,0,0
第18屆宜蘭縣村里長,張吉松,45000,0,0,0,0,0,0,110450,0,0,0,0,11700,0,0,0
第18屆宜蘭縣村里長,張明昌,0,0,0,0,0,0,0,16000,0,0,0,0,15000,0,0,0
第18屆宜蘭縣村里長,張朝松,0,0,10000,0,0,0,0,32700,0,0,23850,2485,33100,0,0,0
第18屆宜蘭縣村里長,張金發,80000,0,0,0,0,0,0,65557,0,0,12350,0,16007,0,0,0
第18屆宜蘭縣村里長,方錦田,120000,30000,0,0,0,0,0,110420,0,10400,0,0,41084,0,0,0
第18屆宜蘭縣村里長,曾麗蘭,111000,3000,0,0,0,0,0,77700,0,0,6800,0,33035,0,0,0
第18屆宜蘭縣村里長,李朝枝,0,0,0,0,0,0,0,0,0,0,10000,0,20000,0,0,0
第18屆宜蘭縣村里長,林圳源,0,0,0,0,0,0,0,14800,0,0,0,0,45000,0,0,0
第18屆宜蘭縣村里長,林朝城,0,0,0,0,0,0,0,5000,15000,0,0,0,10000,0,0,0
第18屆宜蘭縣村里長,林瑞芳,0,0,0,0,0,0,0,6000,0,0,0,0,59142,0,0,0
第18屆宜蘭縣村里長,林秀英,0,0,0,0,0,0,0,24800,0,0,0,0,30000,0,0,0
第18屆宜蘭縣村里長,林鐘地,0,0,0,0,0,0,0,22000,0,0,0,0,12652,0,0,0
第18屆宜蘭縣村里長,林長興,24500,0,0,0,1800,0,0,10500,15000,0,0,0,45536,0,0,0
第18屆宜蘭縣村里長,楊川富,25500,0,0,0,0,0,0,12500,0,0,6350,0,48090,0,0,0
第18屆宜蘭縣村里長,沈征男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
