選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
99年彰化縣永靖鄉鄉民代表,黃文甫,0,10000,2000,0,0,0,15000,0,0,0,0,0,0,0,0,0
99年彰化縣溪湖鎮里長,黃柏勳,96450,63300,0,0,0,0,0,20800,0,0,0,0,149750,0,0,0
99年彰化縣田中鎮鎮民代表,鄭素梅,147000,0,0,0,0,0,188450,211960,4000,0,33895,0,44095,0,0,0
99年彰化縣田尾鄉鄉民代表,劉美蘭,316400,12600,0,0,0,0,0,177708,0,34500,125800,0,31637,0,0,0
99年彰化縣福興鄉鄉民代表,陳秀玲,1043000,0,12000,0,0,0,0,486160,0,0,546000,0,30900,0,0,0
99年彰化縣秀水鄉鄉民代表,林士堅,332800,100000,2000,0,0,0,14400,236544,0,0,0,5197,203758,0,0,0
99年彰化縣線西鄉鄉民代表,張麗玉,114100,0,0,0,0,0,0,86930,9600,0,25300,1148,30493,0,0,0
99年彰化縣花壇鄉鄉民代表,李其水,135000,0,0,0,10000,0,0,973675,0,0,0,0,60290,0,0,0
99年彰化縣花壇鄉鄉民代表,顧文東,82000,30000,0,0,0,0,45000,57300,0,0,18000,9187,16674,0,0,0
99年彰化縣鹿港鎮鎮民代表,洪永川,290000,400000,0,0,0,0,0,126200,12000,0,0,0,579075,0,0,0
99年彰化縣鹿港鎮鎮民代表,許富足,206380,3000,0,0,0,8,0,166555,5400,0,44957,26752,85498,0,0,0
99年新北市里長,劉瑞燕,102200,0,0,0,0,0,0,27107,0,15029,14305,0,58617,0,0,0
99年新北市里長,劉金城,50200,0,0,0,6000,0,0,0,0,60000,0,0,0,0,0,0
99年新北市里長,張志維,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,施明進,60000,0,0,0,0,5,0,10200,0,0,92753,0,9200,0,0,0
99年新北市里長,曾國旃,189000,0,0,0,0,0,22400,146960,5800,0,0,0,68280,0,0,0
99年新北市里長,李少華,68600,0,0,2000,0,0,0,79218,0,24500,47505,13200,81556,0,0,5230
99年新北市里長,李建才,60000,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0
99年新北市里長,李祐任,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,李秀芬,339000,0,0,0,38000,16,16000,20963,13878,267802,67500,1000,121229,77000,0,0
99年新北市里長,李麗卿,0,0,0,0,0,0,0,99987,11001,3133,0,15767,93778,0,0,28102
99年新北市里長,林富練,45850,0,0,0,0,0,0,0,0,0,0,0,54355,0,0,0
99年新北市里長,林木順,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,林煌明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,林秀佩,0,15000,0,0,2400,0,0,15668,0,12502,0,3797,69284,0,0,0
99年新北市里長,林震洋,29600,7000,0,0,0,0,0,7162,0,0,5292,3145,13103,0,0,0
99年新北市里長,楊世定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,楊寶猜,282980,0,0,0,29160,0,0,15600,0,44000,21200,0,253760,0,0,0
99年新北市里長,江堡寬,100000,0,0,0,0,0,0,58923,0,0,14625,1020,27163,0,0,0
99年新北市里長,洪崑松,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,洪辰祐,39400,40600,0,0,0,6,0,53225,0,0,17000,960,18596,0,0,20000
99年新北市里長,游博勝,74100,8000,0,0,0,0,0,126626,0,45000,0,4000,62271,0,0,0
99年新北市里長,潘威志,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,王吉二,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,王萬富,26000,103000,0,0,0,0,0,154000,0,0,0,0,20841,0,0,0
99年新北市里長,甘永昌,27080,29600,0,5200,0,0,0,60000,0,0,0,0,60780,0,0,0
99年新北市里長,程俊勳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,莊銘淵,93800,71970,0,0,10000,43,48000,123670,0,10000,0,0,3515,0,0,0
99年新北市里長,蔡駿霖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,許寶珠,37200,0,0,0,0,0,101300,118278,0,0,44000,0,10000,0,0,0
99年新北市里長,許建強,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,許浩榛,0,0,0,0,0,0,0,56942,0,0,0,378,55270,0,0,15000
99年新北市里長,邱秀蘭,6600,10000,0,0,1000,0,0,189900,0,17749,15000,0,114570,0,0,15000
99年新北市里長,邱美津,144000,65600,0,0,0,0,50000,164050,0,0,8000,0,38600,0,0,0
99年新北市里長,郭儒鈞,90500,0,0,0,0,0,30000,0,0,0,0,0,89667,0,0,0
99年新北市里長,郭文杰,111000,0,0,0,0,0,38000,37171,0,0,0,19456,101978,0,0,0
99年新北市里長,郭景隆,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,陳其銘,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,陳嘉生,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,陳文禮,23000,0,0,0,0,0,0,27500,0,0,0,0,114045,0,0,0
99年新北市里長,陳淑美,0,0,0,0,0,0,0,133800,0,0,0,1045,57687,0,0,0
99年新北市里長,陳碧蓮,16600,0,0,0,0,0,0,0,0,0,16700,0,0,0,0,0
99年新北市里長,陳立維,0,0,0,0,0,0,176000,20955,1500,19127,2048,820,50873,0,0,0
99年新北市里長,陳裕升,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,高健市,0,40000,0,0,0,0,0,163000,0,0,0,0,69000,0,0,0
99年新北市里長,魏烽智,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,黃彥閔,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新北市里長,黃文海,128600,0,0,0,0,0,0,69540,0,200,105045,550,18740,0,0,2050
99年新北市里長,黃明壽,200000,0,0,0,0,0,0,112550,0,0,53500,0,56650,0,0,0
99年新竹市里長,侯金川,13000,0,0,0,0,0,0,33606,0,0,0,0,5400,0,0,0
99年新竹市里長,林淑靜,0,0,0,0,0,0,0,52300,0,13000,38310,1117,8204,0,0,0
99年新竹市里長,溫國暉,5300,20000,0,0,0,0,3000,68371,0,0,3300,0,1200,0,0,0
99年新竹市里長,潘嬰娣,202600,0,0,0,0,9,0,60020,5000,36000,88228,1331,18445,0,0,7876
99年新竹市里長,王峯清,184400,0,0,0,0,0,0,83250,0,0,82705,1534,39333,0,0,0
99年新竹市里長,王文福,0,100000,0,0,0,4,0,58450,0,0,24000,0,19000,0,0,0
99年新竹市里長,董全鎰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹市里長,鄭榮一,0,0,0,0,0,0,0,16120,0,0,0,0,3010,0,0,0
99年新竹市里長,陳清福,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣北埔鄉鄉民代表,彭鳳琴,12000,5000,0,0,3000,0,0,36500,0,0,7700,10102,87,0,0,0
99年新竹縣新埔鎮里長,劉士相,163800,0,0,3000,0,0,6000,17000,0,16000,101200,0,47060,0,0,0
99年新竹縣新埔鎮里長,呂浚瑋,0,13000,0,0,0,0,0,17000,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,呂淇星,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,張明傑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,張玉寶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,彭劉祖,20000,0,0,0,0,0,0,10900,0,0,0,0,18300,0,0,0
99年新竹縣新埔鎮里長,徐騰洸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,林祺茂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,王文進,21000,0,0,0,0,0,10000,50460,0,0,19180,100,30970,2000,0,0
99年新竹縣新埔鎮里長,范永才,59000,0,0,0,0,0,0,48200,0,0,51000,0,0,0,0,0
99年新竹縣新埔鎮里長,許月鳳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,鄧世雲,58050,3500,0,0,0,0,0,42500,0,0,9600,0,116960,0,0,0
99年新竹縣新埔鎮里長,陳保良,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮里長,黃光寶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮鎮民代表,余鴻炎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮鎮民代表,劉春輝,0,10000,0,0,0,0,0,67000,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮鎮民代表,張源勝,25000,10000,0,5000,0,0,0,16105,0,0,0,0,68180,0,0,0
99年新竹縣新埔鎮鎮民代表,林益賢,1600,10000,0,0,0,0,0,35200,0,0,23125,0,0,0,0,0
99年新竹縣新埔鎮鎮民代表,楊連湧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮鎮民代表,王增基,0,0,0,0,0,0,0,19200,0,0,0,0,12500,0,0,0
99年新竹縣新埔鎮鎮民代表,范煥松,82500,5000,0,0,0,0,0,218600,0,0,0,0,181302,0,0,0
99年新竹縣新埔鎮鎮民代表,蔡錦堂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮鎮民代表,鄧永勝,221700,0,0,3000,0,0,0,100400,7000,0,30700,4036,115152,0,0,0
99年新竹縣新埔鎮鎮民代表,鍾炳坤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新埔鎮鎮民代表,陳賢榮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣新豐鄉鄉民代表,許秋澤,113000,0,0,0,0,0,0,12840,0,0,0,0,195117,0,0,0
99年新竹縣新豐鄉鄉民代表,陳麗香,0,0,0,0,0,0,0,219804,0,0,0,0,17330,0,0,0
99年新竹縣湖口鄉村長,何啟弘,30000,0,0,0,0,0,0,60850,0,0,0,0,405000,0,0,0
99年新竹縣湖口鄉村長,劉幼妹,16400,13000,0,0,8500,0,0,54970,0,8500,2301,0,41272,0,0,0
99年新竹縣湖口鄉村長,吳德富,21000,54000,0,0,0,0,0,65100,0,0,0,0,35000,0,0,0
99年新竹縣湖口鄉村長,吳美鶯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉村長,呂芳營,102600,0,0,0,1000,0,0,117700,0,0,13000,0,121891,0,0,0
99年新竹縣湖口鄉村長,張紹仁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉村長,徐武祿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉村長,徐立添,72000,0,0,0,0,0,0,74925,0,0,14000,0,12240,0,0,0
99年新竹縣湖口鄉村長,范國焱,122200,0,0,0,0,0,20000,88095,0,0,24000,4433,16540,0,0,0
99年新竹縣湖口鄉村長,萬正英,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉村長,葉豐田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉村長,葉麗美,3000,0,0,3000,0,0,0,21850,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉村長,鄭國平,24000,0,0,0,0,0,0,15000,0,0,0,0,10400,0,0,0
99年新竹縣湖口鄉村長,陳建銘,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉鄉民代表,何初軒,95600,0,0,0,0,0,0,5710,0,0,21000,0,89680,0,0,0
99年新竹縣湖口鄉鄉民代表,吳勝通,24000,15000,0,0,0,0,0,0,0,0,0,0,80130,0,0,0
99年新竹縣湖口鄉鄉民代表,吳貞儀,215000,0,0,0,0,0,20000,106000,0,0,34000,0,55000,0,0,0
99年新竹縣湖口鄉鄉民代表,張春香,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉鄉民代表,徐建漢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉鄉民代表,范振龍,127000,0,0,0,16000,0,178600,239701,0,141565,236630,3365,33273,0,0,51625
99年新竹縣湖口鄉鄉民代表,葉時優,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉鄉民代表,鄭光浩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉鄉民代表,鄭宏釗,80000,0,0,0,0,0,0,0,15000,0,0,0,84885,0,0,0
99年新竹縣湖口鄉鄉民代表,陳君全,141400,8600,0,0,0,0,0,71500,0,20000,60000,0,4000,0,0,0
99年新竹縣湖口鄉鄉民代表,陳德木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣湖口鄉鄉民代表,黃乾海,267660,2000,0,0,11000,0,1900,237524,0,1000,35960,8290,103998,0,0,0
99年新竹縣湖口鄉鄉民代表,黃金良,0,0,0,0,0,0,13903,71588,0,50500,6000,0,0,0,0,0
99年新竹縣竹北市市民代表,杜文中,468000,0,0,0,0,52,35000,221500,0,0,130000,0,109309,0,0,17600
99年新竹縣竹北市市民代表,林祺烜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹北市市民代表,楊瑞蘭,0,0,0,0,0,0,0,349708,0,0,56372,13507,48012,0,0,0
99年新竹縣竹北市市民代表,邱靖雅,1302800,7000,0,0,22100,24,5775,479968,9804,119150,293267,37658,375925,0,0,32350
99年新竹縣竹北市市民代表,鄭貴中,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹北市市民代表,陳榮燦,1005000,0,0,0,0,0,0,614060,56643,11700,17337,0,232626,0,0,161580
99年新竹縣竹北市市民代表,陳素珍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹北市里長,劉堂隆,290000,10000,0,0,0,0,20000,179890,21000,30000,0,0,65750,0,0,0
99年新竹縣竹北市里長,徐鼎昌,170900,0,0,0,0,8,0,162430,56300,0,80700,2966,30782,0,0,0
99年新竹縣竹北市里長,戴章興,0,0,0,0,0,0,0,0,0,0,24000,0,4460,0,0,0
99年新竹縣竹北市里長,范明忠,77600,0,0,0,33000,0,0,40360,0,15200,54000,0,48300,0,0,0
99年新竹縣竹北市里長,蔡玉泉,32000,0,0,0,0,0,0,36000,0,0,3200,0,8000,0,0,0
99年新竹縣竹東鎮里長,傅澄田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,劉錦湘,45000,0,0,0,0,0,0,9700,0,0,0,0,45215,0,0,0
99年新竹縣竹東鎮里長,古明欽,99000,10000,0,0,0,0,12000,135660,0,0,31100,0,48248,0,0,0
99年新竹縣竹東鎮里長,吳思芳,800,0,0,0,0,0,0,57200,0,0,0,0,5247,0,0,0
99年新竹縣竹東鎮里長,吳秀連,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,張秋棠,46000,0,0,0,0,0,0,23000,0,0,0,0,23000,0,0,0
99年新竹縣竹東鎮里長,彭家俊,56800,0,0,0,0,0,0,36500,0,0,25400,0,0,0,0,0
99年新竹縣竹東鎮里長,彭康麟,0,0,0,0,0,0,0,2000,0,0,0,0,77,0,0,0
99年新竹縣竹東鎮里長,彭永淦,10000,3000,0,0,0,0,0,2000,0,0,6700,0,14000,0,0,0
99年新竹縣竹東鎮里長,彭誠吉,62230,0,0,0,0,0,0,0,0,0,62230,0,0,0,0,0
99年新竹縣竹東鎮里長,彭錫源,137600,0,0,0,0,0,0,62340,0,0,68000,1025,42452,0,0,0
99年新竹縣竹東鎮里長,徐福亮,0,0,0,0,0,0,0,5125,0,0,0,0,450,0,0,0
99年新竹縣竹東鎮里長,徐鵬桓,90740,2000,0,0,0,1,0,54980,0,10000,55500,22975,36416,0,0,0
99年新竹縣竹東鎮里長,戴興雲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,林青山,70000,0,0,0,0,0,0,26700,0,40000,16800,0,850,0,0,0
99年新竹縣竹東鎮里長,梁福龍,6000,0,0,0,0,0,0,0,0,0,25500,0,0,0,0,0
99年新竹縣竹東鎮里長,楊國雄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,范善雄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,范振東,230000,0,0,0,0,0,0,64200,1040,0,182300,0,26902,0,0,0
99年新竹縣竹東鎮里長,蔡家陞,31400,0,0,0,0,0,0,0,0,0,0,0,37930,0,0,0
99年新竹縣竹東鎮里長,賴運土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,賴錦煥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,邱文郎,120000,0,0,0,0,0,45000,60000,0,15000,0,0,30202,0,0,0
99年新竹縣竹東鎮里長,邱鑑清,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,鍾宏達,0,0,0,0,0,0,0,12800,0,0,0,0,15380,0,0,0
99年新竹縣竹東鎮里長,陳役州,25000,0,0,0,0,0,0,38950,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,馮榮宏,267000,0,0,0,0,0,273670,0,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮里長,馮祥海,79580,0,0,0,0,0,0,90000,0,0,0,0,49778,0,0,0
99年新竹縣竹東鎮鎮民代表,何德光,0,0,0,0,0,0,0,60500,0,0,1920,1800,7613,0,0,0
99年新竹縣竹東鎮鎮民代表,劉傳雄,160000,0,0,0,0,0,0,161600,0,0,44500,640,28102,0,0,0
99年新竹縣竹東鎮鎮民代表,劉興涼,18000,0,0,0,0,0,0,110500,0,0,0,0,55865,0,0,0
99年新竹縣竹東鎮鎮民代表,彭金賢,150000,0,0,0,0,0,0,71500,0,0,92500,0,0,0,0,0
99年新竹縣竹東鎮鎮民代表,徐呂麗琴,70000,0,0,0,0,0,0,48000,0,0,0,0,28000,0,0,0
99年新竹縣竹東鎮鎮民代表,李秀容,2000,5000,0,0,0,0,0,49403,0,0,0,0,0,0,0,0
99年新竹縣竹東鎮鎮民代表,林昭錡,81100,3000,0,0,0,0,0,9129,6000,0,74070,0,6394,0,0,0
99年新竹縣竹東鎮鎮民代表,林真義,0,0,0,0,0,0,0,63800,20000,0,40549,2037,0,0,0,0
99年新竹縣竹東鎮鎮民代表,梁鴻樓,98000,0,0,0,17000,0,96000,189531,3000,20000,108370,28559,65716,0,0,0
99年新竹縣竹東鎮鎮民代表,溫瑞鵬,527000,0,0,0,8900,1,92800,227757,0,0,266665,16117,12849,0,0,74000
99年新竹縣竹東鎮鎮民代表,范國威,159800,0,0,0,0,0,0,179081,0,0,0,120,123944,0,0,0
99年新竹縣竹東鎮鎮民代表,范振港,0,0,0,0,0,0,0,0,0,0,12000,0,40048,0,0,0
99年新竹縣竹東鎮鎮民代表,蕭雲浪,0,0,0,0,0,0,0,107600,0,0,2600,1340,620,0,0,0
99年新竹縣竹東鎮鎮民代表,許華江,212000,0,0,0,71200,0,0,148304,28080,0,103793,0,6581,0,0,0
99年新竹縣竹東鎮鎮民代表,鄭朝日,0,0,0,0,0,0,0,188373,0,0,76880,9511,18453,0,0,0
99年新竹縣竹東鎮鎮民代表,鄭采瀅,50000,0,0,0,0,0,0,54122,4480,0,0,0,8550,0,0,0
99年新竹縣竹東鎮鎮民代表,陳禮土,100000,0,0,0,0,0,12000,60450,0,25000,25545,0,30380,0,0,0
99年新竹縣竹東鎮鎮民代表,陳達琳,58000,0,0,0,0,0,0,81700,20000,0,64200,0,0,0,0,11960
99年新竹縣竹東鎮鎮民代表,黃美惠,11700,0,0,390,200,0,0,56262,0,0,0,0,35120,0,0,0
99年新竹縣竹東鎮鎮民代表,黃豪杰,147000,3000,0,0,0,0,0,161000,0,0,0,0,0,0,0,0
99年新竹縣芎林鄉村長,孔清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣芎林鄉鄉民代表,劉繡容,0,0,0,0,0,0,0,34245,0,0,0,2585,21630,0,0,0
99年新竹縣芎林鄉鄉民代表,劉自展,136200,30000,0,0,9000,0,0,90900,0,0,15800,0,65150,0,0,17000
99年新竹縣芎林鄉鄉民代表,林彭玉連,30000,12000,0,0,10000,1,0,54800,0,0,0,0,0,0,0,0
99年新竹縣芎林鄉鄉民代表,黃足妹,0,0,0,0,0,0,0,104979,0,0,41500,0,8120,0,0,0
99年新竹縣關西鎮里長,古志創,0,0,0,0,0,0,0,42039,0,0,75775,0,0,0,0,0
99年新竹縣關西鎮里長,林廷海,0,0,0,0,0,0,2175,36580,0,0,36500,0,32,0,0,0
99年新竹縣關西鎮里長,羅仕琦,0,0,0,0,0,0,0,35950,0,0,0,0,240,0,0,9600
99年新竹縣關西鎮鎮民代表,徐聰明,56000,0,0,0,0,0,0,0,0,0,58950,0,0,0,0,0
99年新竹縣關西鎮鎮民代表,羅吉強,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年新竹縣關西鎮鎮民代表,范文紹,81000,0,0,0,0,0,0,39300,0,0,41700,0,0,0,0,0
99年新竹縣關西鎮鎮民代表,陳光彩,92388,100000,0,0,0,0,0,0,0,0,194350,0,0,0,0,0
99年桃園縣中壢市市民代表,丁愛梅,40000,100000,0,0,2400,0,0,195800,0,0,0,0,0,0,0,0
99年桃園縣中壢市市民代表,任芳明,140000,206000,0,0,0,0,0,302754,0,0,86350,0,0,0,0,0
99年桃園縣中壢市市民代表,劉安祺,275000,300000,0,0,0,6,250000,389060,0,0,37080,20466,82207,0,0,0
99年桃園縣中壢市市民代表,劉邦德,35000,100000,0,0,0,0,60000,27033,0,0,62000,0,28855,0,0,0
99年桃園縣中壢市市民代表,吳嘉和,343100,80000,0,0,0,0,0,403500,0,0,6400,0,26700,0,0,0
99年桃園縣中壢市市民代表,張志雲,0,0,0,0,0,0,0,205092,0,0,0,0,0,0,0,0
99年桃園縣中壢市市民代表,林志珉,301000,255000,0,0,0,0,55700,504642,30000,0,80632,1950,37848,0,0,0
99年桃園縣中壢市市民代表,温永達,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣中壢市市民代表,游象樹,26000,320000,0,0,0,2,0,359683,0,0,0,0,11705,0,0,0
99年桃園縣中壢市市民代表,王仙蓮,40000,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0
99年桃園縣中壢市市民代表,葉碧雯,277200,54680,0,0,0,3,305900,574279,33582,0,371200,0,17132,0,0,0
99年桃園縣中壢市市民代表,蔡勝烘,173000,28600,0,0,0,0,230495,475884,64969,47500,213060,3000,86562,0,0,0
99年桃園縣中壢市市民代表,袁明星,300000,0,0,0,0,0,96000,6254,38083,2484,145290,3239,8690,0,0,0
99年桃園縣中壢市市民代表,謝文忠,20000,0,0,0,0,0,0,31949,0,0,0,0,4004,0,0,0
99年桃園縣中壢市市民代表,謝紫郁,295000,0,0,0,6500,0,104550,177637,34000,27000,5610,0,4721,0,0,0
99年桃園縣中壢市市民代表,賴立竹,228000,658000,0,0,58000,46,220200,456412,26401,9130,83214,21865,151459,0,0,9027
99年桃園縣中壢市市民代表,陳中央,0,100000,0,0,0,28,0,100000,0,0,0,0,0,100,0,0
99年桃園縣中壢市市民代表,黃治東,156000,0,0,0,2000,2,167400,238980,0,0,0,0,18673,0,0,0
99年桃園縣中壢市里長,余家松,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣中壢市里長,侯力升,76000,10000,0,0,0,0,0,72000,0,15000,0,0,35260,0,0,0
99年桃園縣中壢市里長,呂方秀蘭,51300,0,0,0,0,0,0,71000,0,0,0,0,0,0,0,0
99年桃園縣中壢市里長,崔力生,10000,0,0,0,0,0,0,98315,0,0,0,105,51835,0,0,0
99年桃園縣中壢市里長,朱夢奇,154050,0,0,0,0,0,0,72930,22000,0,11400,0,41400,0,0,35000
99年桃園縣中壢市里長,李春輝,30000,0,0,0,0,0,0,49000,0,0,16100,0,10500,0,0,0
99年桃園縣中壢市里長,楊建雲,36800,100000,0,0,0,0,0,82530,0,32120,38990,0,9011,0,0,10300
99年桃園縣中壢市里長,王德明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣中壢市里長,蘇雲祥,19600,0,0,10000,0,0,0,53900,0,0,21700,0,0,0,0,0
99年桃園縣中壢市里長,陳朝福,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣中壢市里長,陳秀菁,136400,50000,0,0,0,5,0,138700,0,0,37100,0,15070,0,0,0
99年桃園縣八德市市民代表,何金鳳,154000,108000,0,0,0,0,0,131250,0,0,154978,0,54784,0,0,0
99年桃園縣八德市市民代表,吳清勇,100000,100000,0,0,0,0,0,195238,0,0,19700,0,16925,0,0,0
99年桃園縣八德市市民代表,吳玉嬌,0,113000,0,0,0,0,0,112500,0,0,30000,0,12930,0,0,13200
99年桃園縣八德市市民代表,呂月秀,0,100000,0,0,0,0,0,323428,0,0,45600,0,69336,0,0,15839
99年桃園縣八德市市民代表,呂淑妃,7000,102000,0,0,0,8,0,192556,0,0,31530,5422,41954,0,0,0
99年桃園縣八德市市民代表,廖黃玉英,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣八德市市民代表,張碩芬,557000,269000,0,0,0,0,235000,308825,0,0,46700,31202,219091,0,0,2550
99年桃園縣八德市市民代表,徐瑞陽,0,150000,0,0,0,0,0,177255,0,31211,26900,10111,11680,0,0,0
99年桃園縣八德市市民代表,林玉娟,6000,100000,0,0,0,5,0,293325,0,0,148750,0,36000,0,0,0
99年桃園縣八德市市民代表,溫許秀會,0,100000,0,0,0,0,0,479941,0,38500,60000,0,12465,0,0,0
99年桃園縣八德市市民代表,王國棟,206200,100000,0,0,0,31,0,330412,0,0,122540,19000,50185,0,0,0
99年桃園縣八德市市民代表,蔡永芳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣八德市市民代表,賴春財,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣八德市市民代表,鄭銀福,23000,100000,0,0,0,0,0,248935,0,0,0,13410,51020,0,0,1500
99年桃園縣八德市市民代表,陳建上,35000,100000,0,0,0,0,0,342826,57000,0,101350,5486,51870,0,0,2500
99年桃園縣八德市市民代表,陳松福,436000,230000,0,0,0,4,0,393562,45000,101000,200405,4800,65056,0,0,0
99年桃園縣八德市市民代表,黃林月桂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣八德市市民代表,黃進欽,0,100000,0,0,0,25,0,93264,50000,16000,30165,12608,16497,0,0,7700
99年桃園縣八德市里長,姜芝育,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99年桃園縣八德市里長,安照榮,242000,0,0,0,0,8,0,211600,0,0,125500,0,20617,0,0,0
99年桃園縣八德市里長,徐添發,180000,0,0,0,0,0,92000,14080,0,50000,0,0,25900,0,0,0
